threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.47278578424513784,4105,6421,3379
0.001,0.5148741418764302,4869,7047,4050
0.01,0.5745741105574227,5865,7722,4958
0.05,0.6526763327155783,6874,8286,5987
0.1,0.6976101964949548,7394,8589,6568
0.2,0.7514217764450418,7998,8940,7267
0.5,0.8544265593561369,8957,9476,8493
1.0,1.0,10042,10042,10042
