threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3902439024390244,3348,6000,2624
0.001,0.43806321452589103,4111,6581,3257
0.01,0.5124167171411266,5179,7306,4230
0.05,0.5834075723830735,6254,7965,5239
0.1,0.6290948275862069,6826,8292,5838
0.2,0.6927817820954769,7536,8669,6632
0.5,0.8195761856710394,8702,9330,8122
1.0,1.0,10042,10042,10042
