MCC,Accuracy,Recall,Precision,F1,Scenario
0.8137705579019217,0.9016393442622951,0.8166666666666667,0.98,0.8909090909090909,Real->Real
0.15218076560427943,0.5327868852459017,0.9666666666666667,0.5132743362831859,0.6705202312138728,Real->Syn
0.0,0.4918032786885246,1.0,0.4918032786885246,0.6593406593406593,Syn->Real
0.7634827980419617,0.8688524590163934,0.7333333333333333,1.0,0.8461538461538461,Syn->Syn
