threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.43905540417801997,3062,4860,2417
0.001,0.47916339047019973,3789,5617,3047
0.01,0.5293566938611742,4894,6541,3958
0.05,0.5948748510131109,6028,7353,4991
0.1,0.6343562450458612,6634,7799,5602
0.2,0.6862491930277599,7343,8329,6378
0.5,0.8052027233004776,8609,9156,7924
1.0,1.0,10042,10042,10042
