threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.28876704625333893,3920,5247,2054
0.001,0.3531513141107425,4653,5953,2768
0.01,0.4463539247561542,5646,6810,3844
0.05,0.542649136151255,6621,7576,4994
0.1,0.6002323616392058,7156,7995,5683
0.2,0.6792297394707033,7838,8469,6596
0.5,0.8133025682182986,8887,9188,8107
1.0,1.0,10042,10042,10042
