threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5846971307120085,4138,3318,2751
0.001,0.5942492012779552,4878,4104,3348
0.01,0.6197121034077556,5859,5168,4219
0.05,0.6549678070950637,6911,6198,5188
0.1,0.6772324068598462,7407,6774,5726
0.2,0.7173840507173841,7988,7453,6450
0.5,0.8155889621087314,8962,8671,7921
1.0,1.0,10042,10042,10042
