threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5771340794382269,3219,3968,2630
0.001,0.584027526258602,4006,4741,3225
0.01,0.60990803915752,5098,5756,4112
0.05,0.6472838561591431,6150,6768,5076
0.1,0.6691246431969553,6717,7317,5626
0.2,0.713617116113216,7433,7945,6404
0.5,0.8100587447181284,8641,8922,7860
1.0,1.0,10042,10042,10042
