threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.528224940974458,3968,3152,2461
0.001,0.555155010814708,4741,3887,3080
0.01,0.5869111508646392,5756,4889,3937
0.05,0.617061973986228,6768,5913,4839
0.1,0.6454188013821042,7317,6493,5417
0.2,0.6907652890720731,7945,7233,6201
0.5,0.80043249922768,8922,8562,7773
1.0,1.0,10042,10042,10042
