threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5901787734781625,3219,3808,2608
0.001,0.5959709009513151,4006,4550,3195
0.01,0.6229007633587786,5098,5532,4080
0.05,0.6547619047619048,6150,6499,5005
0.1,0.6741805775557451,6717,7023,5533
0.2,0.7092062054127506,7433,7661,6263
0.5,0.7998551174583463,8641,8751,7729
1.0,1.0,10042,10042,10042
