threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5261696218756676,3968,3176,2463
0.001,0.5489704565801253,4741,3910,3066
0.01,0.576043664257265,5756,4928,3905
0.05,0.6185946220192795,6768,5993,4877
0.1,0.6422831481919168,7317,6580,5435
0.2,0.6915670650730412,7945,7340,6249
0.5,0.7987673343605547,8922,8589,7776
1.0,1.0,10042,10042,10042
