threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5840443686006825,4105,3321,2738
0.001,0.5950767035319301,4853,4089,3336
0.01,0.6143024618991794,5849,5167,4192
0.05,0.647689977278465,6824,6229,5131
0.1,0.6761061946902654,7397,6808,5730
0.2,0.7187638950644731,7968,7494,6466
0.5,0.823189601815556,8972,8702,7980
1.0,1.0,10042,10042,10042
