threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.28623428193249506,4105,3669,1730
0.001,0.34218077474892394,4853,4502,2385
0.01,0.42517133956386294,5849,5588,3412
0.05,0.5172842295526434,6824,6607,4579
0.1,0.5771571397522278,7397,7116,5311
0.2,0.6514928511354079,7968,7741,6197
0.5,0.7962663975782038,8972,8829,7891
1.0,1.0,10042,10042,10042
