MCC,Accuracy,Recall,Precision,F1,Scenario
0.8137705579019217,0.9016393442622951,0.8166666666666667,0.98,0.8909090909090909,Real->Real
0.7293387726163314,0.8524590163934426,0.7166666666666667,0.9772727272727273,0.8269230769230769,Real->Syn
0.7324964323559716,0.860655737704918,0.7666666666666667,0.9387755102040817,0.8440366972477065,Syn->Real
0.8615413635611239,0.9262295081967213,0.85,1.0,0.918918918918919,Syn->Syn
