threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.30093624609897457,4100,4654,2025
0.001,0.36493333333333333,4847,5390,2737
0.01,0.45137483632900843,5847,6346,3792
0.05,0.5491405905685324,6834,7226,4984
0.1,0.6079624292880778,7383,7682,5696
0.2,0.6777973659649487,7975,8204,6536
0.5,0.8192710430930327,8969,9100,8137
1.0,1.0,10042,10042,10042
