threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3839791698575586,4108,4928,2507
0.001,0.44150475403059114,4839,5622,3204
0.01,0.504745680214164,5816,6550,4148
0.05,0.5877614945743371,6856,7337,5254
0.1,0.6350081037277148,7389,7743,5877
0.2,0.6918568138999373,7954,8210,6610
0.5,0.8208080808080808,8967,9059,8126
1.0,1.0,10042,10042,10042
