threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3389979490184588,3297,5843,2314
0.001,0.3930888388719714,4047,6475,2969
0.01,0.47142008318478906,5098,7284,3967
0.05,0.553196195531962,6152,7892,5002
0.1,0.6053787635272688,6747,8236,5650
0.2,0.67125,7422,8622,6444
0.5,0.8083240955356243,8652,9292,8021
1.0,1.0,10042,10042,10042
