threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5108045977011494,4080,5778,3333
0.001,0.5354169510031391,4817,6433,3923
0.01,0.5886559204944856,5808,7300,4857
0.05,0.651567555505969,6846,7957,5840
0.1,0.6910718136726332,7387,8296,6409
0.2,0.7449320794148381,8005,8694,7129
0.5,0.8489346662627487,8977,9333,8407
1.0,1.0,10042,10042,10042
