threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5082447783070722,3026,5206,2774
0.001,0.5473396560038579,3735,5891,3405
0.01,0.6156081361560813,4893,6783,4449
0.05,0.6685967722064802,5984,7560,5427
0.1,0.7025857025857026,6589,7963,6005
0.2,0.7353982300884956,7287,8401,6648
0.5,0.8268580215274218,8604,9217,8066
1.0,1.0,10042,10042,10042
