threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5676300578034682,3754,3026,2455
0.001,0.5775697363393199,4522,3735,3023
0.01,0.5951836610272824,5573,4893,3905
0.05,0.6399792719264153,6675,5984,4940
0.1,0.6658209496194273,7199,6589,5511
0.2,0.7012826282628263,7834,7287,6233
0.5,0.8014213616232362,8886,8604,7781
1.0,1.0,10042,10042,10042
