set,Real_Score,Real_Rank,Syn_Score,Syn_Rank
Mannose type O-glycan biosynthesis,0.5087403180966019,77.0,0.5153160406469147,220.0
Fatty acid biosynthesis,0.5080037968926782,78.0,0.6635527479421731,14.0
Alzheimer disease,0.507282902086159,79.0,0.5497537683387816,143.0
cGMP-PKG signaling pathway,0.506566785298747,80.0,0.5781693030628176,80.0
Epstein-Barr virus infection,0.5063249317685224,81.0,0.5443609394331598,159.0
Protein processing in endoplasmic reticulum,0.5053176106324462,82.0,0.5492780648716227,144.0
Cocaine addiction,0.5035155559577428,83.0,0.5380394756096691,172.0
mTOR signaling pathway,0.5012301364964079,84.0,0.5682018284083601,101.0
Drug metabolism,0.4958115986653243,85.0,0.5812287579561773,73.0
MAPK signaling pathway,0.4955297405840419,86.0,0.6189971177233938,31.0
Cytosolic DNA-sensing pathway,0.49520752237049487,87.0,0.5248750902569049,204.0
Fluid shear stress and atherosclerosis,0.4925526359831165,88.0,0.6260594560926789,27.0
Riboflavin metabolism,0.49170055349146347,89.0,0.5305524582517399,187.0
Toxoplasmosis,0.4908096025498581,90.0,0.6520907783245385,16.0
Inositol phosphate metabolism,0.48691628884084215,91.0,0.5308839333263402,186.0
Phospholipase D signaling pathway,0.4828156713841232,92.0,0.6147465305537382,34.0
Other types of O-glycan biosynthesis,0.48264466721901794,93.0,0.6443514554460215,20.0
Spinocerebellar ataxia,0.4825276732483826,94.0,0.5400327494884782,167.0
Viral carcinogenesis,0.48230702850703566,95.0,0.4070048342726597,305.0
"Growth hormone synthesis, secretion and action",0.4802064613146921,96.0,0.48834347513754317,265.0
MicroRNAs in cancer,0.47940766538336804,97.0,0.5378161212558864,174.0
ErbB signaling pathway,0.47893498858471917,98.0,0.5323903723774356,183.0
Viral myocarditis,0.47867895367322394,99.0,0.5897080275978643,62.0
Tyrosine metabolism,0.47849583102227694,100.0,0.5525136612919074,135.0
TNF signaling pathway,0.47815159015465025,101.0,0.6052513771433486,40.0
Amphetamine addiction,0.4757111140327145,102.0,0.608906909573695,36.0
Kaposi sarcoma-associated herpesvirus infection,0.4740351538847006,103.0,0.5695736108110194,96.0
Relaxin signaling pathway,0.4712638865871165,104.0,0.5717396991794014,92.0
Aldosterone-regulated sodium reabsorption,0.4700566224368932,105.0,0.4727991233529686,276.0
Adrenergic signaling in cardiomyocytes,0.46992430401238217,106.0,0.48945084464996896,262.0
Folate biosynthesis,0.4683824371507545,107.0,0.5013069195916076,247.0
Phosphatidylinositol signaling system,0.4669834254019773,108.0,0.5938728351473979,56.0
Mucin type O-glycan biosynthesis,0.4668989200552845,109.0,0.6480261066263131,19.0
Yersinia infection,0.4667976001364102,110.0,0.5074055879010692,242.0
Fc epsilon RI signaling pathway,0.4666411847770878,111.0,0.5006978011040315,249.0
Glycosaminoglycan biosynthesis,0.46548190587435745,112.0,0.6259916152217294,28.0
ABC transporters,0.46348257055818654,113.0,0.6146348593110069,35.0
Dopaminergic synapse,0.4629256825180765,114.0,0.5508099367240004,141.0
Axon guidance,0.46256025781684107,115.0,0.5516277239879483,137.0
Prolactin signaling pathway,0.4616594915120608,116.0,0.641776605606461,22.0
Starch and sucrose metabolism,0.46013361272562475,117.0,0.5543521645599372,130.0
Breast cancer,0.4584166492765405,118.0,0.5838796262278737,70.0
Acute myeloid leukemia,0.45677637632027357,119.0,0.5878921633184806,64.0
FoxO signaling pathway,0.4556402423206293,120.0,0.5017887917819981,245.0
Leishmaniasis,0.45557725524377163,121.0,0.5521443396910001,136.0
Sphingolipid signaling pathway,0.4544399113508718,122.0,0.5745051555244589,86.0
Long-term potentiation,0.4536834474707592,123.0,0.5590577954546118,123.0
Circadian rhythm,0.4532636580440327,124.0,0.6732057981863004,11.0
Rheumatoid arthritis,0.4529885993890571,125.0,0.5736961161941072,89.0
Herpes simplex virus 1 infection,0.4519003577185923,126.0,0.5000507657975146,251.0
Oxytocin signaling pathway,0.4515956505758128,127.0,0.5671676918652767,104.0
GABAergic synapse,0.4507617501004656,128.0,0.5614187241202498,116.0
Peroxisome,0.4499952595091294,129.0,0.4816390748407757,267.0
Central carbon metabolism in cancer,0.44890384328338,130.0,0.500560391452252,250.0
Taurine and hypotaurine metabolism,0.44813941355027936,131.0,0.5408022618071275,166.0
Th1 and Th2 cell differentiation,0.44684892657690156,132.0,0.5160128309071466,215.0
Thyroid hormone signaling pathway,0.4467955482494398,133.0,0.5274291242609884,195.0
Thiamine metabolism,0.44639611131603274,134.0,0.38816898731214394,310.0
Cysteine and methionine metabolism,0.44542482663337085,135.0,0.4933783352268223,260.0
Glyoxylate and dicarboxylate metabolism,0.44470037363462817,136.0,0.40539280521202864,306.0
Cushing syndrome,0.44328648454334585,137.0,0.5788217999975461,79.0
Chemical carcinogenesis,0.44250300924705915,138.0,0.5487504643299252,146.0
NF-kappa B signaling pathway,0.44239439237272676,139.0,0.47866261364058416,270.0
Regulation of actin cytoskeleton,0.44151432447478217,140.0,0.5859193557426121,69.0
Shigellosis,0.44129490847940445,141.0,0.49233050013788127,261.0
Apelin signaling pathway,0.4407727063951669,142.0,0.5716862060137872,93.0
Alcoholism,0.4379772705616534,143.0,0.5648617109107225,109.0
Arginine and proline metabolism,0.4371003922661973,144.0,0.6073699598967376,38.0
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.4365633022415099,145.0,0.589865370485415,61.0
Autophagy,0.4364036608485085,146.0,0.448429968233029,288.0
Renin secretion,0.43616760627252094,147.0,0.5746465829960139,84.0
Human cytomegalovirus infection,0.43568172385806003,148.0,0.5738585786922249,88.0
Fc gamma R-mediated phagocytosis,0.4341109982157244,149.0,0.4521710026810493,283.0
Hepatocellular carcinoma,0.4333723580438965,150.0,0.5685177222286056,100.0
Vascular smooth muscle contraction,0.4328066749466077,151.0,0.512744794553482,226.0
Endometrial cancer,0.4324210450120709,152.0,0.5895838603377825,63.0
Regulation of lipolysis in adipocytes,0.4323532293964888,153.0,0.44525393651238987,291.0
Pathways in cancer,0.4320858877969253,154.0,0.600963865571218,43.0
HIF-1 signaling pathway,0.430535277211707,155.0,0.5292176338806667,191.0
Longevity regulating pathway,0.4296258092532552,156.0,0.5194307012746133,211.0
C-type lectin receptor signaling pathway,0.4280932434326861,157.0,0.5596364847856375,121.0
Th17 cell differentiation,0.42790264257532346,158.0,0.5576202504089907,126.0
beta-Alanine metabolism,0.4276695721659596,159.0,0.7763107712880966,3.0
Pathogenic Escherichia coli infection,0.42672232282061995,160.0,0.5154492156879602,219.0
Gap junction,0.42669797493570566,161.0,0.5690899991692394,97.0
GnRH signaling pathway,0.4249984742036555,162.0,0.5862714685721337,67.0
Arrhythmogenic right ventricular cardiomyopathy,0.4236119766754571,163.0,0.5111112916141257,232.0
Gastric cancer,0.4232426959592569,164.0,0.6007619344236901,44.0
Long-term depression,0.4223975223287743,165.0,0.5414303757253877,165.0
Proteoglycans in cancer,0.4223512728465305,166.0,0.5632362838967316,112.0
Neurotrophin signaling pathway,0.42212851836288673,167.0,0.5464031795332391,153.0
Human immunodeficiency virus 1 infection,0.42181102154514866,168.0,0.5795569531746033,75.0
Transcriptional misregulation in cancer,0.42067885557015255,169.0,0.5267517306523296,199.0
Estrogen signaling pathway,0.4205503281325698,170.0,0.545577709910858,155.0
Thyroid hormone synthesis,0.41743653820979576,171.0,0.43974395737072997,296.0
Influenza A,0.4168953090591698,172.0,0.5579243246543582,125.0
Notch signaling pathway,0.4168041913836721,173.0,0.42207552503339485,302.0
Morphine addiction,0.4166817576643193,174.0,0.5389977659822811,170.0
Nitrogen metabolism,0.41660244513543176,175.0,0.4121409380608779,304.0
Cell adhesion molecules,0.41584906406955846,176.0,0.5491028761996304,145.0
Maturity onset diabetes of the young,0.4149289440501722,177.0,0.7148432222422993,6.0
Insulin secretion,0.414036682450735,178.0,0.4021708520713447,308.0
Insulin signaling pathway,0.413586830459877,179.0,0.5304907304603825,188.0
Arachidonic acid metabolism,0.4130578750883351,180.0,0.5120246175423238,230.0
Aldosterone synthesis and secretion,0.4114024339706174,181.0,0.5788650891926924,78.0
Wnt signaling pathway,0.40875658632096845,182.0,0.5205587620337053,209.0
Glycerolipid metabolism,0.40753420185040806,183.0,0.5011673618990171,248.0
Hypertrophic cardiomyopathy,0.40748482421171983,184.0,0.4973038932497282,257.0
Human papillomavirus infection,0.4069088410998349,185.0,0.5176078907360967,213.0
Proximal tubule bicarbonate reclamation,0.40595348369580064,186.0,0.36858361923735705,311.0
Coronavirus disease,0.40501240762774166,187.0,0.4502444725837461,286.0
Dilated cardiomyopathy,0.4043077951130147,188.0,0.49776048998231115,256.0
Ether lipid metabolism,0.4036366140416644,189.0,0.5262220733290799,202.0
Glycosphingolipid biosynthesis,0.4026726950508428,190.0,0.5226474583198062,207.0
Tuberculosis,0.4018417284618366,191.0,0.5571367667379044,127.0
Bacterial invasion of epithelial cells,0.4013012879191874,192.0,0.5708662411250433,94.0
Chagas disease,0.4008164994729316,193.0,0.5655097028262009,107.0
SNARE interactions in vesicular transport,0.4003256647312763,194.0,0.42777653693765344,299.0
Focal adhesion,0.40028670390841,195.0,0.5994754038493532,46.0
NOD-like receptor signaling pathway,0.3999873894220807,196.0,0.4988565114503805,253.0
Asthma,0.39924130132337715,197.0,0.6353614531768208,23.0
cAMP signaling pathway,0.39919910260729147,198.0,0.5327715864020154,181.0
Biosynthesis of unsaturated fatty acids,0.3991409695989728,199.0,0.5176253683334596,212.0
"Parathyroid hormone synthesis, secretion and action",0.39760045682058376,200.0,0.5389600417634269,171.0
Citrate cycle (TCA cycle),0.3974210176667196,201.0,0.42764328645162336,300.0
Various types of N-glycan biosynthesis,0.39632280933282066,202.0,0.44479139630325415,293.0
Selenocompound metabolism,0.3955033663655969,203.0,0.5687327237630522,99.0
Lipid and atherosclerosis,0.39527438957077843,204.0,0.5814057710834873,72.0
Glycolysis / Gluconeogenesis,0.3941335960014789,205.0,0.5677148984825321,103.0
Osteoclast differentiation,0.3939228545731018,206.0,0.5486394170025574,147.0
Rap1 signaling pathway,0.393803314040454,207.0,0.5952239848176231,54.0
Glycerophospholipid metabolism,0.3932205070576931,208.0,0.5105218641716934,235.0
Glutamatergic synapse,0.3920787092190967,209.0,0.5918930892113327,57.0
T cell receptor signaling pathway,0.39139638421560596,210.0,0.5863587957985513,66.0
Type I diabetes mellitus,0.3910723020210074,211.0,0.5689140464815446,98.0
Platelet activation,0.3908117144807495,212.0,0.5035655849868248,244.0
Toll-like receptor signaling pathway,0.3899554055102392,213.0,0.5399788720947413,168.0
Endocrine and other factor-regulated calcium reabsorption,0.38969451563125135,214.0,0.5623189756696607,114.0
African trypanosomiasis,0.38916658187157205,215.0,0.5271920648086571,196.0
Ras signaling pathway,0.3884114269054309,216.0,0.575968199552878,83.0
Hematopoietic cell lineage,0.3882226003710605,217.0,0.46345261704370544,279.0
Legionellosis,0.38734186784390356,218.0,0.5318106606344299,184.0
TGF-beta signaling pathway,0.38605101354628185,219.0,0.44096920876443285,295.0
Leukocyte transendothelial migration,0.3852211012558166,220.0,0.6014606968991036,42.0
Gastric acid secretion,0.3850325515983026,221.0,0.5103106142130498,236.0
Colorectal cancer,0.3849711032642651,222.0,0.5449089136352655,158.0
Cholinergic synapse,0.38493717733053173,223.0,0.5247283221389714,205.0
Signaling pathways regulating pluripotency of stem cells,0.3839929660179684,224.0,0.5669323671995066,105.0
Hepatitis C,0.38221198355107366,225.0,0.567975348705428,102.0
Basal cell carcinoma,0.38117682105712214,226.0,0.574578801229999,85.0
Circadian entrainment,0.38109923073205376,227.0,0.6193481837410787,30.0
Necroptosis,0.3792988197292567,228.0,0.5094249215276682,237.0
Allograft rejection,0.37902654484686277,229.0,0.5910541325514945,59.0
PI3K-Akt signaling pathway,0.3788543095769662,230.0,0.552805659034945,133.0
Type II diabetes mellitus,0.37833982853671294,231.0,0.56636828135271,106.0
Adipocytokine signaling pathway,0.3783161301208276,232.0,0.49455290544257535,258.0
PPAR signaling pathway,0.375950470835218,233.0,0.5509774316682646,139.0
Mineral absorption,0.37445251806922014,234.0,0.5424666374766322,163.0
Carbohydrate digestion and absorption,0.37397755042381425,235.0,0.47359301458563574,275.0
Fatty acid elongation,0.3718711629201574,236.0,0.4508586452841443,285.0
Hippo signaling pathway,0.37086080653050446,237.0,0.5271358460816142,197.0
Nicotinate and nicotinamide metabolism,0.37081542481108115,238.0,0.5867600367757474,65.0
Nicotine addiction,0.37049097679715437,239.0,0.5286744801677592,194.0
Fatty acid degradation,0.36985615186113996,240.0,0.7332595285607695,5.0
Calcium signaling pathway,0.36959618437083225,241.0,0.5957412672564204,52.0
Tight junction,0.3694836876898104,242.0,0.5159593866415972,216.0
Pyruvate metabolism,0.36860310310068173,243.0,0.5123708972547545,229.0
Glucagon signaling pathway,0.3685464498186862,244.0,0.5580657985707635,124.0
Lysosome,0.36809020707518236,245.0,0.46748173371698826,277.0
AGE-RAGE signaling pathway in diabetic complications,0.36758079871109994,246.0,0.6285161341800467,25.0
Protein digestion and absorption,0.36730979062806474,247.0,0.5129306866172298,225.0
Systemic lupus erythematosus,0.36702658217152334,248.0,0.475849886943722,274.0
Pertussis,0.3663524331294533,249.0,0.6031591958835163,41.0
N-Glycan biosynthesis,0.36627024632952976,250.0,0.42201990311840487,303.0
Neutrophil extracellular trap formation,0.3656108078531217,251.0,0.44889914717649715,287.0
Inflammatory mediator regulation of TRP channels,0.3656035646898387,252.0,0.533249743613839,180.0
"Glycine, serine and threonine metabolism",0.36466588306275904,253.0,0.45790902717402593,282.0
Cortisol synthesis and secretion,0.36450869735718716,254.0,0.575987352884101,82.0
Melanogenesis,0.3638762450043754,255.0,0.560718670822708,118.0
Chemokine signaling pathway,0.36360903509646986,256.0,0.5452345823178235,156.0
Antigen processing and presentation,0.36360637146683417,257.0,0.546910035861483,151.0
alpha-Linolenic acid metabolism,0.3627093079354409,258.0,0.4015691904018492,309.0
Ovarian steroidogenesis,0.36227425152190246,259.0,0.5472798000994196,150.0
Insulin resistance,0.3615479459049296,260.0,0.5133530158899957,224.0
Salivary secretion,0.3608539391253877,261.0,0.5107532914437933,234.0
Adherens junction,0.35789281555726543,262.0,0.48911246526133617,263.0
Ferroptosis,0.355027811295697,263.0,0.44834798946423565,289.0
ECM-receptor interaction,0.3514828794889052,264.0,0.5638846448567659,111.0
Inflammatory bowel disease,0.3510722835532427,265.0,0.5772397502436958,81.0
GnRH secretion,0.35101539494153006,266.0,0.5619334896275898,115.0
Pancreatic secretion,0.35072196849197707,267.0,0.5269999697725963,198.0
Terpenoid backbone biosynthesis,0.35051114541437917,268.0,0.42525536058972796,301.0
Propanoate metabolism,0.35001320468129843,269.0,0.6947113099232871,8.0
"Alanine, aspartate and glutamate metabolism",0.3497010729028769,270.0,0.4789672699181552,269.0
Porphyrin and chlorophyll metabolism,0.3492764447205275,271.0,0.4934342183754477,259.0
Intestinal immune network for IgA production,0.3472141741881354,272.0,0.5440240973341853,160.0
Staphylococcus aureus infection,0.3453946396458822,273.0,0.4621624009007656,280.0
Serotonergic synapse,0.34472888990564876,274.0,0.528686355726399,193.0
Renal cell carcinoma,0.34186804849644764,275.0,0.5697487298186927,95.0
Natural killer cell mediated cytotoxicity,0.3418610183246413,276.0,0.5287389990982612,192.0
Neuroactive ligand-receptor interaction,0.3401292667913388,277.0,0.49811350057508547,255.0
Viral protein interaction with cytokine and cytokine receptor,0.33981590412281615,278.0,0.5539555888826196,131.0
IL-17 signaling pathway,0.3387552797135676,279.0,0.5416560575967885,164.0
Autoimmune thyroid disease,0.3321002823537068,280.0,0.5516058728108556,138.0
Galactose metabolism,0.3305257640642253,281.0,0.477953120724435,271.0
Tryptophan metabolism,0.32983545651729346,282.0,0.562808839118315,113.0
Steroid hormone biosynthesis,0.32767444492505027,283.0,0.5371086464525454,175.0
Malaria,0.32765361768189755,284.0,0.5969374529148596,49.0
RIG-I-like receptor signaling pathway,0.3275027616654244,285.0,0.4816619069570642,266.0
Cholesterol metabolism,0.32602727732172837,286.0,0.4620943735236148,281.0
Bile secretion,0.3241408851246766,287.0,0.5154951593289011,218.0
Metabolism of xenobiotics by cytochrome P450,0.32335127800281427,288.0,0.5955771622653317,53.0
Linoleic acid metabolism,0.3227183353896388,289.0,0.4761807609121361,273.0
B cell receptor signaling pathway,0.3214252645788336,290.0,0.5082503945434423,240.0
Complement and coagulation cascades,0.31859911830942,291.0,0.5434306857753973,162.0
Retinol metabolism,0.3120024313811933,292.0,0.5392762357892349,169.0
Cytokine-cytokine receptor interaction,0.3103774150053054,293.0,0.5156572011662505,217.0
Graft-versus-host disease,0.3101633935730814,294.0,0.5545246109719002,129.0
JAK-STAT signaling pathway,0.3049270811771933,295.0,0.5220153318363169,208.0
Phenylalanine metabolism,0.3044869925837207,296.0,0.6280619141620123,26.0
Primary immunodeficiency,0.30272559853967557,297.0,0.3491742999268826,314.0
Caffeine metabolism,0.2990592594659697,298.0,0.5733860146545434,90.0
Measles,0.29821548902246525,299.0,0.5504619073258594,142.0
Arginine biosynthesis,0.29257452265572054,300.0,0.4284154443581798,298.0
Histidine metabolism,0.28965112439396856,301.0,0.5602133628656375,120.0
Taste transduction,0.2876708379608909,302.0,0.5090413561575251,238.0
Fat digestion and absorption,0.28073394155765813,303.0,0.5295283069066675,190.0
Sphingolipid metabolism,0.27911433506216127,304.0,0.3604164554873959,312.0
Renin-angiotensin system,0.27656178382001756,305.0,0.4451027822871505,292.0
Phototransduction,0.27544690719797277,306.0,0.6508585346965641,18.0
Pentose and glucuronate interconversions,0.2746064315022621,307.0,0.5079707321890813,241.0
Amoebiasis,0.2732603000732652,308.0,0.5535319959500091,132.0
Hedgehog signaling pathway,0.27252560037925533,309.0,0.5135723086880898,223.0
Glycosaminoglycan degradation,0.25738128781465736,310.0,0.6186971836819163,33.0
Primary bile acid biosynthesis,0.25639752973287705,311.0,0.5249896370314366,203.0
Other glycan degradation,0.2516863212424313,312.0,0.47657651797154454,272.0
Ascorbate and aldarate metabolism,0.24177146530674834,313.0,0.4462646575080751,290.0
Olfactory transduction,0.22805751981234232,314.0,0.5111544021580361,231.0
Vitamin B6 metabolism,0.21314413050324119,315.0,0.35231074881025015,313.0
Phosphonate and phosphinate metabolism,0.1640765156592976,316.0,0.32428375852414076,316.0
D-Glutamine and D-glutamate metabolism,0.059549063966891656,317.0,0.20369625495332375,317.0
