set,Real_Score,Real_Rank,Syn_Score,Syn_Rank
Basal transcription factors,0.563556285334135,46.0,0.7617727477323298,28.0
Apoptosis,0.5569009329397215,47.0,0.623815553387116,69.0
Lysine degradation,0.555087799511314,48.0,0.5393996094074605,130.0
Glioma,0.5529146237204884,49.0,0.5941556744577883,84.0
Chronic myeloid leukemia,0.5480498971535352,50.0,0.6714657290741017,53.0
"Valine, leucine and isoleucine degradation",0.5479500704570618,51.0,0.4870117790206541,200.0
Non-alcoholic fatty liver disease,0.5456310334939412,52.0,0.7501650646985168,31.0
Endocytosis,0.5456229472606859,53.0,0.6104917157652348,73.0
Collecting duct acid secretion,0.5447295311046129,54.0,0.6099476631393417,74.0
Melanoma,0.5446445162419449,55.0,0.6801482430215655,50.0
Thermogenesis,0.5431013844895041,56.0,0.7235396091236318,42.0
Proteasome,0.5412219417984266,57.0,0.8080757011785537,19.0
Prostate cancer,0.5321822144528416,58.0,0.6442658524991655,58.0
Pantothenate and CoA biosynthesis,0.5314845852342638,59.0,0.6134091429120512,72.0
Ubiquitin mediated proteolysis,0.529882335062972,60.0,0.5890834103691868,90.0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.5271397167676338,61.0,0.5836917626007759,95.0
AMPK signaling pathway,0.5266525769414789,62.0,0.5800895992971385,97.0
Prion disease,0.5262716152500005,63.0,0.7097243511239762,45.0
Vitamin digestion and absorption,0.525969794337003,64.0,0.44814409325012566,239.0
VEGF signaling pathway,0.5223264680065915,65.0,0.5985819211943223,80.0
Salmonella infection,0.5219795545473966,66.0,0.6060422471702047,75.0
Synaptic vesicle cycle,0.5209181152305866,67.0,0.6422460034097641,60.0
Phagosome,0.5197915652241162,68.0,0.5520557706848623,117.0
Purine metabolism,0.5195377677106734,69.0,0.6024843330190685,77.0
Pathways of neurodegeneration,0.5161510200845622,70.0,0.6931902643731453,47.0
Hepatitis B,0.5157607877143078,71.0,0.5969701215596956,83.0
Vibrio cholerae infection,0.5150476612239022,72.0,0.6012946904117886,79.0
Retrograde endocannabinoid signaling,0.5140520249425066,73.0,0.674331351066496,52.0
Cardiac muscle contraction,0.5138954148301556,74.0,0.6608500218390144,55.0
Sulfur relay system,0.5132665682527955,75.0,0.5308526060685294,145.0
Choline metabolism in cancer,0.511930020236721,76.0,0.5780816847129937,100.0
Mannose type O-glycan biosynthesis,0.5087403180966019,77.0,0.7221411743615007,43.0
Fatty acid biosynthesis,0.5080037968926782,78.0,0.7316524885618589,36.0
Alzheimer disease,0.507282902086159,79.0,0.7299348769032575,37.0
cGMP-PKG signaling pathway,0.506566785298747,80.0,0.5347672129639105,136.0
Epstein-Barr virus infection,0.5063249317685224,81.0,0.6310297612451093,67.0
Protein processing in endoplasmic reticulum,0.5053176106324462,82.0,0.6924136223688336,48.0
Cocaine addiction,0.5035155559577428,83.0,0.5894962126088383,88.0
mTOR signaling pathway,0.5012301364964079,84.0,0.5800101243907906,98.0
Drug metabolism,0.4958115986653243,85.0,0.5352039904184582,135.0
MAPK signaling pathway,0.4955297405840419,86.0,0.5488466310898676,121.0
Cytosolic DNA-sensing pathway,0.49520752237049487,87.0,0.5935036170068652,85.0
Fluid shear stress and atherosclerosis,0.4925526359831165,88.0,0.5850174043538886,92.0
Riboflavin metabolism,0.49170055349146347,89.0,0.7558206345619485,30.0
Toxoplasmosis,0.4908096025498581,90.0,0.5538962741571559,115.0
Inositol phosphate metabolism,0.48691628884084215,91.0,0.585652336262371,91.0
Phospholipase D signaling pathway,0.4828156713841232,92.0,0.5604355347680772,109.0
Other types of O-glycan biosynthesis,0.48264466721901794,93.0,0.7264532764694132,40.0
Spinocerebellar ataxia,0.4825276732483826,94.0,0.6392896857501693,63.0
Viral carcinogenesis,0.48230702850703566,95.0,0.5817428939629837,96.0
"Growth hormone synthesis, secretion and action",0.4802064613146921,96.0,0.4796513716096236,210.0
MicroRNAs in cancer,0.47940766538336804,97.0,0.5423413522421356,126.0
ErbB signaling pathway,0.47893498858471917,98.0,0.536821086570899,133.0
Viral myocarditis,0.47867895367322394,99.0,0.4980683159100275,187.0
Tyrosine metabolism,0.47849583102227694,100.0,0.47775903981023365,212.0
TNF signaling pathway,0.47815159015465025,101.0,0.5320174245937235,142.0
Amphetamine addiction,0.4757111140327145,102.0,0.5168327505424778,158.0
Kaposi sarcoma-associated herpesvirus infection,0.4740351538847006,103.0,0.551880193503392,118.0
Relaxin signaling pathway,0.4712638865871165,104.0,0.48319764679977956,206.0
Aldosterone-regulated sodium reabsorption,0.4700566224368932,105.0,0.5675982667385577,105.0
Adrenergic signaling in cardiomyocytes,0.46992430401238217,106.0,0.5119633481721325,164.0
Folate biosynthesis,0.4683824371507545,107.0,0.4372166260504381,248.0
Phosphatidylinositol signaling system,0.4669834254019773,108.0,0.5338867269414795,139.0
Mucin type O-glycan biosynthesis,0.4668989200552845,109.0,0.6014064591242054,78.0
Yersinia infection,0.4667976001364102,110.0,0.5540515898319698,114.0
Fc epsilon RI signaling pathway,0.4666411847770878,111.0,0.5171848071324677,156.0
Glycosaminoglycan biosynthesis,0.46548190587435745,112.0,0.49680873072072423,190.0
ABC transporters,0.46348257055818654,113.0,0.6165890628550547,71.0
Dopaminergic synapse,0.4629256825180765,114.0,0.5291736185864142,148.0
Axon guidance,0.46256025781684107,115.0,0.4936999074195784,192.0
Prolactin signaling pathway,0.4616594915120608,116.0,0.5319292747099253,143.0
Starch and sucrose metabolism,0.46013361272562475,117.0,0.4332923430113099,252.0
Breast cancer,0.4584166492765405,118.0,0.6323532732122282,66.0
Acute myeloid leukemia,0.45677637632027357,119.0,0.5494201946138194,119.0
FoxO signaling pathway,0.4556402423206293,120.0,0.5674844424698415,106.0
Leishmaniasis,0.45557725524377163,121.0,0.511319390492271,165.0
Sphingolipid signaling pathway,0.4544399113508718,122.0,0.5405898329081041,128.0
Long-term potentiation,0.4536834474707592,123.0,0.5014004556341449,180.0
Circadian rhythm,0.4532636580440327,124.0,0.6523852908545277,56.0
Rheumatoid arthritis,0.4529885993890571,125.0,0.4574041134248808,232.0
Herpes simplex virus 1 infection,0.4519003577185923,126.0,0.5570929790680573,113.0
Oxytocin signaling pathway,0.4515956505758128,127.0,0.49836328873714836,185.0
GABAergic synapse,0.4507617501004656,128.0,0.5344980537434328,137.0
Peroxisome,0.4499952595091294,129.0,0.5585965664961614,112.0
Central carbon metabolism in cancer,0.44890384328338,130.0,0.6505710945556573,57.0
Taurine and hypotaurine metabolism,0.44813941355027936,131.0,0.5651056727293894,108.0
Th1 and Th2 cell differentiation,0.44684892657690156,132.0,0.5327184429018877,141.0
Thyroid hormone signaling pathway,0.4467955482494398,133.0,0.5471885830865811,123.0
Thiamine metabolism,0.44639611131603274,134.0,0.6342995200159725,65.0
Cysteine and methionine metabolism,0.44542482663337085,135.0,0.5661419246917155,107.0
Glyoxylate and dicarboxylate metabolism,0.44470037363462817,136.0,0.5233569840627209,151.0
Cushing syndrome,0.44328648454334585,137.0,0.5406046551615685,127.0
Chemical carcinogenesis,0.44250300924705915,138.0,0.5017554473924498,179.0
NF-kappa B signaling pathway,0.44239439237272676,139.0,0.516352891330703,160.0
Regulation of actin cytoskeleton,0.44151432447478217,140.0,0.5368482928457894,132.0
Shigellosis,0.44129490847940445,141.0,0.525020414031888,149.0
Apelin signaling pathway,0.4407727063951669,142.0,0.5087589348591687,167.0
Alcoholism,0.4379772705616534,143.0,0.49736027149201906,189.0
Arginine and proline metabolism,0.4371003922661973,144.0,0.5177241518528719,155.0
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.4365633022415099,145.0,0.5493513988152964,120.0
Autophagy,0.4364036608485085,146.0,0.5384338796803075,131.0
Renin secretion,0.43616760627252094,147.0,0.4443325259177273,243.0
Human cytomegalovirus infection,0.43568172385806003,148.0,0.4983104944601256,186.0
Fc gamma R-mediated phagocytosis,0.4341109982157244,149.0,0.5245996953054848,150.0
Hepatocellular carcinoma,0.4333723580438965,150.0,0.5839722597693909,94.0
Vascular smooth muscle contraction,0.4328066749466077,151.0,0.4704049176110797,218.0
Endometrial cancer,0.4324210450120709,152.0,0.5933587797894831,86.0
Regulation of lipolysis in adipocytes,0.4323532293964888,153.0,0.4464024318538593,241.0
Pathways in cancer,0.4320858877969253,154.0,0.5360215156834254,134.0
HIF-1 signaling pathway,0.430535277211707,155.0,0.5799779270817945,99.0
Longevity regulating pathway,0.4296258092532552,156.0,0.45289649721245145,236.0
C-type lectin receptor signaling pathway,0.4280932434326861,157.0,0.5399886311458206,129.0
Th17 cell differentiation,0.42790264257532346,158.0,0.5100167871236854,166.0
beta-Alanine metabolism,0.4276695721659596,159.0,0.5145942095737512,161.0
Pathogenic Escherichia coli infection,0.42672232282061995,160.0,0.5029236771410988,176.0
Gap junction,0.42669797493570566,161.0,0.4932804585023366,193.0
GnRH signaling pathway,0.4249984742036555,162.0,0.5686810017206357,103.0
Arrhythmogenic right ventricular cardiomyopathy,0.4236119766754571,163.0,0.5295743966146761,147.0
Gastric cancer,0.4232426959592569,164.0,0.5891499633055941,89.0
Long-term depression,0.4223975223287743,165.0,0.5847689277899019,93.0
Proteoglycans in cancer,0.4223512728465305,166.0,0.5200903830089338,152.0
Neurotrophin signaling pathway,0.42212851836288673,167.0,0.4938436906006753,191.0
Human immunodeficiency virus 1 infection,0.42181102154514866,168.0,0.5472500420066172,122.0
Transcriptional misregulation in cancer,0.42067885557015255,169.0,0.4245164430842693,265.0
Estrogen signaling pathway,0.4205503281325698,170.0,0.4717766304304584,216.0
Thyroid hormone synthesis,0.41743653820979576,171.0,0.5064980986254661,171.0
Influenza A,0.4168953090591698,172.0,0.49240377518878375,196.0
Notch signaling pathway,0.4168041913836721,173.0,0.5984229212261682,82.0
Morphine addiction,0.4166817576643193,174.0,0.4497234588759862,238.0
Nitrogen metabolism,0.41660244513543176,175.0,0.4985758176997936,184.0
Cell adhesion molecules,0.41584906406955846,176.0,0.4771794363278645,214.0
Maturity onset diabetes of the young,0.4149289440501722,177.0,0.4978451660686549,188.0
Insulin secretion,0.414036682450735,178.0,0.4302661795241932,260.0
Insulin signaling pathway,0.413586830459877,179.0,0.5438369203621632,124.0
Arachidonic acid metabolism,0.4130578750883351,180.0,0.5520700567175536,116.0
Aldosterone synthesis and secretion,0.4114024339706174,181.0,0.42039926624244417,270.0
Wnt signaling pathway,0.40875658632096845,182.0,0.5599384997973749,110.0
Glycerolipid metabolism,0.40753420185040806,183.0,0.43086378935229497,259.0
Hypertrophic cardiomyopathy,0.40748482421171983,184.0,0.5010696958510689,181.0
Human papillomavirus infection,0.4069088410998349,185.0,0.5313797139584084,144.0
Proximal tubule bicarbonate reclamation,0.40595348369580064,186.0,0.5024172600491364,178.0
Coronavirus disease,0.40501240762774166,187.0,0.5685391821693325,104.0
Dilated cardiomyopathy,0.4043077951130147,188.0,0.48536679728979326,204.0
Ether lipid metabolism,0.4036366140416644,189.0,0.5171631924275983,157.0
Glycosphingolipid biosynthesis,0.4026726950508428,190.0,0.5085755456539838,169.0
Tuberculosis,0.4018417284618366,191.0,0.4810923194348715,208.0
Bacterial invasion of epithelial cells,0.4013012879191874,192.0,0.5039328093187952,174.0
Chagas disease,0.4008164994729316,193.0,0.4910720090182562,198.0
SNARE interactions in vesicular transport,0.4003256647312763,194.0,0.4572773795118335,233.0
Focal adhesion,0.40028670390841,195.0,0.45397047943618346,234.0
NOD-like receptor signaling pathway,0.3999873894220807,196.0,0.51834016867661,153.0
Asthma,0.39924130132337715,197.0,0.37156913601409236,295.0
cAMP signaling pathway,0.39919910260729147,198.0,0.4696974495320132,220.0
Biosynthesis of unsaturated fatty acids,0.3991409695989728,199.0,0.43156786265909647,257.0
"Parathyroid hormone synthesis, secretion and action",0.39760045682058376,200.0,0.4926955313126141,195.0
Citrate cycle (TCA cycle),0.3974210176667196,201.0,0.7244369138638621,41.0
Various types of N-glycan biosynthesis,0.39632280933282066,202.0,0.6179588401687994,70.0
Selenocompound metabolism,0.3955033663655969,203.0,0.5431256700098257,125.0
Lipid and atherosclerosis,0.39527438957077843,204.0,0.48655920277002823,201.0
Glycolysis / Gluconeogenesis,0.3941335960014789,205.0,0.5778915770886126,101.0
Osteoclast differentiation,0.3939228545731018,206.0,0.4849992467863138,205.0
Rap1 signaling pathway,0.393803314040454,207.0,0.4601609282735549,228.0
Glycerophospholipid metabolism,0.3932205070576931,208.0,0.4655846865238822,223.0
Glutamatergic synapse,0.3920787092190967,209.0,0.4667247360951843,222.0
T cell receptor signaling pathway,0.39139638421560596,210.0,0.503895213258436,175.0
Type I diabetes mellitus,0.3910723020210074,211.0,0.43125636270208245,258.0
Platelet activation,0.3908117144807495,212.0,0.4267776765668334,263.0
Toll-like receptor signaling pathway,0.3899554055102392,213.0,0.4856376885224528,203.0
Endocrine and other factor-regulated calcium reabsorption,0.38969451563125135,214.0,0.5589921681641467,111.0
African trypanosomiasis,0.38916658187157205,215.0,0.49284099102384726,194.0
Ras signaling pathway,0.3884114269054309,216.0,0.4653298790789302,224.0
Hematopoietic cell lineage,0.3882226003710605,217.0,0.4322425319056781,254.0
Legionellosis,0.38734186784390356,218.0,0.5168290212908127,159.0
TGF-beta signaling pathway,0.38605101354628185,219.0,0.4286474411897289,261.0
Leukocyte transendothelial migration,0.3852211012558166,220.0,0.4243772666499206,266.0
Gastric acid secretion,0.3850325515983026,221.0,0.4498893546499571,237.0
Colorectal cancer,0.3849711032642651,222.0,0.5306966836382254,146.0
Cholinergic synapse,0.38493717733053173,223.0,0.4254535596115558,264.0
Signaling pathways regulating pluripotency of stem cells,0.3839929660179684,224.0,0.5123207292627345,163.0
Hepatitis C,0.38221198355107366,225.0,0.5059018046210422,172.0
Basal cell carcinoma,0.38117682105712214,226.0,0.598423766066042,81.0
Circadian entrainment,0.38109923073205376,227.0,0.42401555116831174,268.0
Necroptosis,0.3792988197292567,228.0,0.4700349809393806,219.0
Allograft rejection,0.37902654484686277,229.0,0.4322690436685686,253.0
PI3K-Akt signaling pathway,0.3788543095769662,230.0,0.44302550222999887,244.0
Type II diabetes mellitus,0.37833982853671294,231.0,0.4682552888978917,221.0
Adipocytokine signaling pathway,0.3783161301208276,232.0,0.5041592656174346,173.0
PPAR signaling pathway,0.375950470835218,233.0,0.46220500988025537,225.0
Mineral absorption,0.37445251806922014,234.0,0.3812667174772224,291.0
Carbohydrate digestion and absorption,0.37397755042381425,235.0,0.442935542586816,245.0
Fatty acid elongation,0.3718711629201574,236.0,0.5065923778742802,170.0
Hippo signaling pathway,0.37086080653050446,237.0,0.43205881067342733,256.0
Nicotinate and nicotinamide metabolism,0.37081542481108115,238.0,0.4996532138492798,183.0
Nicotine addiction,0.37049097679715437,239.0,0.41032571615396307,274.0
Fatty acid degradation,0.36985615186113996,240.0,0.48797510234717895,199.0
Calcium signaling pathway,0.36959618437083225,241.0,0.43660542310180583,249.0
Tight junction,0.3694836876898104,242.0,0.4044344512822478,276.0
Pyruvate metabolism,0.36860310310068173,243.0,0.5702051298981627,102.0
Glucagon signaling pathway,0.3685464498186862,244.0,0.533051705777423,140.0
Lysosome,0.36809020707518236,245.0,0.4480027912897223,240.0
AGE-RAGE signaling pathway in diabetic complications,0.36758079871109994,246.0,0.48252397424598165,207.0
Protein digestion and absorption,0.36730979062806474,247.0,0.40419390701221347,277.0
Systemic lupus erythematosus,0.36702658217152334,248.0,0.3181052111795909,309.0
Pertussis,0.3663524331294533,249.0,0.4321865911777725,255.0
N-Glycan biosynthesis,0.36627024632952976,250.0,0.6414753646556843,61.0
Neutrophil extracellular trap formation,0.3656108078531217,251.0,0.4604806765989804,227.0
Inflammatory mediator regulation of TRP channels,0.3656035646898387,252.0,0.44240750819141733,246.0
"Glycine, serine and threonine metabolism",0.36466588306275904,253.0,0.5138494729007151,162.0
Cortisol synthesis and secretion,0.36450869735718716,254.0,0.3916134596022877,284.0
Melanogenesis,0.3638762450043754,255.0,0.5341749378364455,138.0
Chemokine signaling pathway,0.36360903509646986,256.0,0.42754903358806956,262.0
Antigen processing and presentation,0.36360637146683417,257.0,0.39895496051299284,280.0
alpha-Linolenic acid metabolism,0.3627093079354409,258.0,0.46157140258329793,226.0
Ovarian steroidogenesis,0.36227425152190246,259.0,0.47177128689677517,217.0
Insulin resistance,0.3615479459049296,260.0,0.41375888462583327,272.0
Salivary secretion,0.3608539391253877,261.0,0.4204297505113167,269.0
Adherens junction,0.35789281555726543,262.0,0.5177848924179701,154.0
Ferroptosis,0.355027811295697,263.0,0.5008959955348878,182.0
ECM-receptor interaction,0.3514828794889052,264.0,0.4071057091611159,275.0
Inflammatory bowel disease,0.3510722835532427,265.0,0.43503271768028046,250.0
GnRH secretion,0.35101539494153006,266.0,0.5024290789832168,177.0
Pancreatic secretion,0.35072196849197707,267.0,0.38390375059723664,288.0
Terpenoid backbone biosynthesis,0.35051114541437917,268.0,0.5085821862998668,168.0
Propanoate metabolism,0.35001320468129843,269.0,0.44493623881032696,242.0
"Alanine, aspartate and glutamate metabolism",0.3497010729028769,270.0,0.41680888326752874,271.0
Porphyrin and chlorophyll metabolism,0.3492764447205275,271.0,0.3343841456575552,304.0
Intestinal immune network for IgA production,0.3472141741881354,272.0,0.3848293536889413,287.0
Staphylococcus aureus infection,0.3453946396458822,273.0,0.3666099883287942,299.0
Serotonergic synapse,0.34472888990564876,274.0,0.45999861089917754,229.0
Renal cell carcinoma,0.34186804849644764,275.0,0.4776160644146612,213.0
Natural killer cell mediated cytotoxicity,0.3418610183246413,276.0,0.4104907399120192,273.0
Neuroactive ligand-receptor interaction,0.3401292667913388,277.0,0.43375542969626757,251.0
Viral protein interaction with cytokine and cytokine receptor,0.33981590412281615,278.0,0.39124752550373304,285.0
IL-17 signaling pathway,0.3387552797135676,279.0,0.3310368585692569,306.0
Autoimmune thyroid disease,0.3321002823537068,280.0,0.39807553627553766,281.0
Galactose metabolism,0.3305257640642253,281.0,0.4008602346295999,279.0
Tryptophan metabolism,0.32983545651729346,282.0,0.3257823672261775,308.0
Steroid hormone biosynthesis,0.32767444492505027,283.0,0.34745190433389084,302.0
Malaria,0.32765361768189755,284.0,0.4529001488746977,235.0
RIG-I-like receptor signaling pathway,0.3275027616654244,285.0,0.4785604847101247,211.0
Cholesterol metabolism,0.32602727732172837,286.0,0.3921072609380095,283.0
Bile secretion,0.3241408851246766,287.0,0.37871364233985483,293.0
Metabolism of xenobiotics by cytochrome P450,0.32335127800281427,288.0,0.3810861053329991,292.0
Linoleic acid metabolism,0.3227183353896388,289.0,0.37628883353441034,294.0
B cell receptor signaling pathway,0.3214252645788336,290.0,0.4012528722354299,278.0
Complement and coagulation cascades,0.31859911830942,291.0,0.3473566641090613,303.0
Retinol metabolism,0.3120024313811933,292.0,0.3711286116041534,296.0
Cytokine-cytokine receptor interaction,0.3103774150053054,293.0,0.36786630311981616,297.0
Graft-versus-host disease,0.3101633935730814,294.0,0.20830235749593,315.0
JAK-STAT signaling pathway,0.3049270811771933,295.0,0.394577761449267,282.0
Phenylalanine metabolism,0.3044869925837207,296.0,0.29089069601731443,311.0
Primary immunodeficiency,0.30272559853967557,297.0,0.4580685024708072,230.0
Caffeine metabolism,0.2990592594659697,298.0,0.48585248597229436,202.0
Measles,0.29821548902246525,299.0,0.4758542885526501,215.0
Arginine biosynthesis,0.29257452265572054,300.0,0.48009820849130536,209.0
Histidine metabolism,0.28965112439396856,301.0,0.38745148069031393,286.0
Taste transduction,0.2876708379608909,302.0,0.3562997479335186,300.0
Fat digestion and absorption,0.28073394155765813,303.0,0.24686276885460842,314.0
Sphingolipid metabolism,0.27911433506216127,304.0,0.3677800260624354,298.0
Renin-angiotensin system,0.27656178382001756,305.0,0.4574099726712229,231.0
Phototransduction,0.27544690719797277,306.0,0.33180198615920664,305.0
Pentose and glucuronate interconversions,0.2746064315022621,307.0,0.2937976343536673,310.0
Amoebiasis,0.2732603000732652,308.0,0.3823165422580924,290.0
Hedgehog signaling pathway,0.27252560037925533,309.0,0.44033974447257024,247.0
Glycosaminoglycan degradation,0.25738128781465736,310.0,0.4241227767337598,267.0
Primary bile acid biosynthesis,0.25639752973287705,311.0,0.35603330405854083,301.0
Other glycan degradation,0.2516863212424313,312.0,0.32670910315672474,307.0
Ascorbate and aldarate metabolism,0.24177146530674834,313.0,0.17629254507190636,316.0
Olfactory transduction,0.22805751981234232,314.0,0.28282027230837237,312.0
Vitamin B6 metabolism,0.21314413050324119,315.0,0.3829145687373445,289.0
Phosphonate and phosphinate metabolism,0.1640765156592976,316.0,0.16117102421869242,317.0
D-Glutamine and D-glutamate metabolism,0.059549063966891656,317.0,0.2825599735346552,313.0
