set,Real_Score,Real_Rank,Syn_Score,Syn_Rank
negative regulation of chemokine-mediated signaling pathway (GO:0070100),0.9197151504231235,140.0,0.4392481112190842,3789.0
maturation of SSU-rRNA (GO:0030490),0.9186329151600148,141.0,0.6005257015123127,1250.0
monoamine transport (GO:0015844),0.9166260814773035,142.0,0.3710390778391326,4431.0
negative regulation of cellular respiration (GO:1901856),0.9138447172903802,143.0,1.050369269211696,13.0
organic cation transport (GO:0015695),0.9122539097730602,144.0,0.6424145240709921,897.0
protein localization to presynapse (GO:1905383),0.9095851155837384,146.0,0.3866141392985492,4305.0
axo-dendritic protein transport (GO:0099640),0.9095851155837384,146.0,0.3866141392985492,4305.0
anterograde axonal protein transport (GO:0099641),0.9095851155837384,146.0,0.3866141392985492,4305.0
regulation of cytochrome-c oxidase activity (GO:1904959),0.9081818609158887,148.0,0.914892686267977,59.0
nuclear pore complex assembly (GO:0051292),0.9071426374815426,149.0,0.4815064015113425,3170.0
meiotic sister chromatid cohesion (GO:0051177),0.9033513158925082,150.0,0.7381866923179562,363.0
reticulophagy (GO:0061709),0.9033041573649768,151.0,0.5864710043116442,1410.0
protein insertion into mitochondrial inner membrane (GO:0045039),0.9028515162696916,152.0,0.335031099724673,4620.0
mitochondrial translation (GO:0032543),0.9026606223879811,153.0,0.4962370721398568,2917.0
endoplasmic reticulum tubular network organization (GO:0071786),0.9019596385733701,154.0,0.455429879765163,3574.0
RNA stabilization (GO:0043489),0.9017464022481373,155.0,0.5776984802486295,1517.0
pyrimidine nucleoside metabolic process (GO:0006213),0.9014438354031584,156.0,0.561599658006928,1732.0
neuron remodeling (GO:0016322),0.9011876038753597,157.0,0.6545292300179367,808.0
DNA modification (GO:0006304),0.8975162814149122,158.0,0.7609428622407788,283.0
"negative regulation of blood coagulation, intrinsic pathway (GO:2000267)",0.8947452422910116,159.5,0.5239106779754115,2374.5
"regulation of blood coagulation, intrinsic pathway (GO:2000266)",0.8947452422910116,159.5,0.5239106779754115,2374.5
magnesium ion homeostasis (GO:0010960),0.8944604712599976,161.0,0.552759586881394,1861.0
inner mitochondrial membrane organization (GO:0007007),0.893820986132625,162.0,0.5590995079313369,1769.0
import into nucleus (GO:0051170),0.8934770185515906,163.0,0.6446479064483644,884.0
purine ribonucleoside monophosphate metabolic process (GO:0009167),0.8934273103073728,164.0,0.561591302393835,1733.0
protein K6-linked ubiquitination (GO:0085020),0.893105916034092,165.0,0.757423353697976,291.0
positive regulation of vesicle fusion (GO:0031340),0.8925463979308489,166.0,0.5851728047062128,1421.0
regulation of nuclear cell cycle DNA replication (GO:0033262),0.8904287489773232,167.0,0.24209638030438607,4893.0
pyrimidine nucleoside salvage (GO:0043097),0.8895989615529638,168.5,0.47817559958850636,3228.5
pyrimidine-containing compound salvage (GO:0008655),0.8895989615529638,168.5,0.47817559958850636,3228.5
retrograde axonal transport (GO:0008090),0.8892307069514308,170.0,0.37551661930346875,4400.0
mitotic DNA replication checkpoint signaling (GO:0033314),0.888953192383512,171.0,0.7208587564047856,416.0
purine ribonucleoside monophosphate biosynthetic process (GO:0009168),0.888843045872152,172.0,0.6274720073164312,1003.0
tRNA aminoacylation (GO:0043039),0.8872433613669033,173.0,0.7762273320987272,239.0
positive regulation of extracellular matrix assembly (GO:1901203),0.8872246715503049,174.0,0.47580930460897747,3273.0
regulation of posttranscriptional gene silencing (GO:0060147),0.8854822287632409,175.5,0.6029244850854593,1220.5
regulation of gene silencing by RNA (GO:0060966),0.8854822287632409,175.5,0.6029244850854593,1220.5
DNA replication-independent nucleosome organization (GO:0034724),0.885060086827443,177.0,0.5963469232581764,1303.0
coenzyme A metabolic process (GO:0015936),0.884982662762991,178.0,0.6078866376701187,1168.0
T cell apoptotic process (GO:0070231),0.8847128790656204,179.0,0.8699306979523206,97.0
mitochondrial DNA metabolic process (GO:0032042),0.8821757226449115,180.0,0.12469432475456414,4975.0
protein lipoylation (GO:0009249),0.8813306510618251,181.0,0.7510871101179527,319.0
positive regulation of mitotic cell cycle phase transition (GO:1901992),0.8799938733591088,182.0,0.5362061335910844,2149.0
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),0.8797708907365923,183.0,0.697700588190552,529.0
positive regulation of transporter activity (GO:0032411),0.879182030754325,184.0,0.32842923672369884,4658.0
regulation of metaphase/anaphase transition of cell cycle (GO:1902099),0.8790727696209555,185.0,0.6248292457981028,1026.0
negative regulation of cytokinesis (GO:0032466),0.878349381072088,186.0,0.4938466933499745,2956.0
response to X-ray (GO:0010165),0.877879818295274,187.0,0.6719071550237465,678.0
"DNA-templated transcription, termination (GO:0006353)",0.8773296344547789,188.0,0.5334112801349843,2186.0
mitotic G2 DNA damage checkpoint signaling (GO:0007095),0.8773089672686681,189.0,0.45347103828929,3605.0
regulation of chemokine-mediated signaling pathway (GO:0070099),0.8772190713128424,190.0,0.39390846005371394,4250.0
positive regulation of double-strand break repair via homologous recombination (GO:1905168),0.8766069036834665,191.0,0.36206467344917515,4479.0
positive regulation of protein polyubiquitination (GO:1902916),0.8751418331657823,192.0,0.34279803929281705,4583.0
mRNA pseudouridine synthesis (GO:1990481),0.8744194066597378,193.0,0.7817286183135268,231.0
DNA replication (GO:0006260),0.8741588667223807,194.0,0.6192624024494384,1072.0
error-prone translesion synthesis (GO:0042276),0.873689832598896,195.0,0.613856560018097,1114.0
transport along microtubule (GO:0010970),0.8735737997996353,196.0,0.7983050285991001,197.0
DNA replication checkpoint signaling (GO:0000076),0.873026146524964,197.0,0.6419726230899158,899.0
neuron maturation (GO:0042551),0.8724248458066812,198.0,0.5843079699340873,1433.0
"RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)",0.8721569272248851,199.0,0.24469327149082964,4888.0
amine transport (GO:0015837),0.8719346610771392,200.0,0.5427776046619279,2051.0
tubulin complex assembly (GO:0007021),0.870591397594478,201.0,0.7476360919587436,330.0
mitotic nuclear membrane disassembly (GO:0007077),0.8703767912579791,202.0,0.48122609687269113,3175.0
alpha-beta T cell activation (GO:0046631),0.8698543403668257,203.0,0.6266717052387341,1011.0
serine family amino acid biosynthetic process (GO:0009070),0.8687443207226931,204.0,0.39873482084781803,4199.0
regulation of mitotic metaphase/anaphase transition (GO:0030071),0.868435083137875,205.0,0.5894283222243442,1379.0
regulation of chromatin organization (GO:1902275),0.8681245354852393,206.0,0.307161550317808,4724.0
regulation of leukocyte activation (GO:0002694),0.8672047100260203,207.0,0.6077968316255603,1169.0
replication-born double-strand break repair via sister chromatid exchange (GO:1990414),0.8656930531973183,208.0,0.6935620510795703,550.0
exonucleolytic catabolism of deadenylated mRNA (GO:0043928),0.8655927694679652,209.0,0.6302662690853471,988.0
nucleoside salvage (GO:0043174),0.8646783571324479,210.0,0.4603567994986247,3508.0
positive regulation of ligase activity (GO:0051351),0.8642164345911993,211.0,0.3837905705200076,4330.0
box C/D snoRNP assembly (GO:0000492),0.8641329749437073,212.5,0.5644562866939712,1684.5
small nucleolar ribonucleoprotein complex assembly (GO:0000491),0.8641329749437073,212.5,0.5644562866939712,1684.5
protein localization to vacuole (GO:0072665),0.8636282361235823,214.0,0.38082436917805357,4354.0
nucleosome assembly (GO:0006334),0.8634351284950443,215.0,0.6174420846678413,1094.0
negative regulation of meiotic nuclear division (GO:0045835),0.8628376850814995,216.0,0.8123985759911836,172.0
negative regulation of protein depolymerization (GO:1901880),0.8616543354773984,217.0,0.6271930102943668,1004.0
regulation of microtubule depolymerization (GO:0031114),0.8609209176821889,218.0,0.4389344317934503,3792.0
regulation of microtubule polymerization or depolymerization (GO:0031110),0.8553212866167755,219.0,0.2919444314171917,4779.0
COPI-coated vesicle budding (GO:0035964),0.8551938307608752,221.0,0.6737149652724201,669.0
COPI coating of Golgi vesicle (GO:0048205),0.8551938307608752,221.0,0.6737149652724201,669.0
Golgi transport vesicle coating (GO:0048200),0.8551938307608752,221.0,0.6737149652724201,669.0
regulation of cyclin-dependent protein kinase activity (GO:1904029),0.8548413975130492,223.0,0.5673404750412662,1646.0
positive regulation of T-helper 2 cell differentiation (GO:0045630),0.8542706689083186,224.0,0.5919895243755863,1344.0
chromatin organization involved in regulation of transcription (GO:0034401),0.8532878825025041,225.5,0.563540056786693,1700.5
chromatin-mediated maintenance of transcription (GO:0048096),0.8532878825025041,225.5,0.563540056786693,1700.5
epiboly involved in wound healing (GO:0090505),0.8491456286515686,227.0,0.8028531511012645,190.0
"positive regulation of mRNA splicing, via spliceosome (GO:0048026)",0.8490591170471818,228.0,0.8215169812109916,155.0
mitotic cytokinesis (GO:0000281),0.8487950602823267,229.0,0.5109631534951681,2622.0
erythrocyte development (GO:0048821),0.8476805245779314,230.0,0.3606497518668091,4490.0
chromatin assembly or disassembly (GO:0006333),0.8461575616629817,231.0,0.9058990941808773,68.0
late nucleophagy (GO:0044805),0.8452100309606392,232.0,0.30490997830706673,4737.0
DNA biosynthetic process (GO:0071897),0.8446130577180431,233.0,0.7419896375567093,351.0
acid secretion (GO:0046717),0.8434476843183244,234.0,0.31211018306693866,4706.0
negative regulation of release of sequestered calcium ion into cytosol (GO:0051280),0.8428053955724001,235.5,0.6590408836676706,779.5
