threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.2988880652335063,3350,5411,2016
0.001,0.3528092851490372,4115,6142,2675
0.01,0.43748525595659354,5204,6983,3709
0.05,0.5281921895568231,6239,7692,4815
0.1,0.5841499786962079,6800,8072,5484
0.2,0.6589565397780314,7488,8506,6353
0.5,0.8081418782748891,8694,9250,8020
1.0,1.0,10042,10042,10042
