threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.289902816669412,3349,4482,1760
0.001,0.3388888888888889,4120,5279,2379
0.01,0.4191460226565418,5169,6231,3367
0.05,0.5114072735486785,6237,7145,4528
0.1,0.5691721132897604,6805,7600,5225
0.2,0.6402945817990531,7476,8115,6086
0.5,0.788739512786819,8677,9019,7803
1.0,1.0,10042,10042,10042
