threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.32524719841793015,3278,6774,2467
0.001,0.38404565322972317,4074,7325,3163
0.01,0.4734954611677687,5204,7944,4225
0.05,0.5739676458067262,6299,8490,5393
0.1,0.629308543973261,6842,8757,6025
0.2,0.6958440225756798,7503,9023,6781
0.5,0.8299258368410503,8718,9541,8281
1.0,1.0,10042,10042,10042
