threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3471524288107203,4049,5602,2487
0.001,0.41417483140348643,4818,6296,3255
0.01,0.4968197062565051,5810,7133,4296
0.05,0.5972522717438339,6897,7868,5521
0.1,0.6476432043965336,7370,8220,6128
0.2,0.7112189080400454,7975,8605,6891
0.5,0.8389173961163094,8965,9312,8338
1.0,1.0,10042,10042,10042
