MCC,Accuracy,Recall,Precision,F1,Scenario
0.8137705579019217,0.9016393442622951,0.8166666666666667,0.98,0.8909090909090909,Real->Real
0.6813258950711154,0.8278688524590164,0.6833333333333333,0.9534883720930233,0.7961165048543689,Real->Syn
0.08943079578872086,0.5,1.0,0.49586776859504134,0.6629834254143646,Syn->Real
0.8047083667736751,0.8934426229508197,0.7833333333333333,1.0,0.8785046728971962,Syn->Syn
