threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5953271028037384,3757,3071,2548
0.001,0.6046244983756928,4558,3839,3164
0.01,0.6213427779488759,5637,4892,4035
0.05,0.6526096576857998,6672,6025,5014
0.1,0.6730629978276611,7250,6613,5577
0.2,0.7123504177015128,7821,7347,6310
0.5,0.8091350625193758,8883,8624,7830
1.0,1.0,10042,10042,10042
