threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.4612908417833575,3071,6008,2866
0.001,0.5125416847904887,3839,6593,3535
0.01,0.5671527244819647,4892,7360,4434
0.05,0.6320093457943925,6025,7945,5410
0.1,0.6698049764626766,6613,8285,5976
0.2,0.7191516709511568,7347,8703,6714
0.5,0.8265907704818053,8624,9346,8132
1.0,1.0,10042,10042,10042
