================ Training Loss (Sat Mar  7 11:36:52 2026) ================
(epoch: 1, iters: 0, time: 0.448, data: 0.004) G_A: 9.790 G_B: 15.469 D_A: 3.772 D_B: 4.748 cycle_A: 32.668 cycle_B: 30.938 feedback_A: 83.541 feedback_B: 85.578 idt_A: 7.941 idt_B: 8.542 
(epoch: 1, iters: 10, time: 0.016, data: 0.001) G_A: 169.073 G_B: 422.922 D_A: 102.379 D_B: 232.560 cycle_A: 10.310 cycle_B: 9.360 feedback_A: 62.128 feedback_B: 60.262 idt_A: 5.475 idt_B: 5.662 
(epoch: 1, iters: 20, time: 0.016, data: 0.001) G_A: 47.052 G_B: 24.659 D_A: 30.950 D_B: 16.222 cycle_A: 6.562 cycle_B: 5.992 feedback_A: 49.413 feedback_B: 52.869 idt_A: 4.745 idt_B: 4.857 
(epoch: 1, iters: 30, time: 0.017, data: 0.001) G_A: 3.453 G_B: 223.115 D_A: 8.712 D_B: 100.566 cycle_A: 5.883 cycle_B: 7.438 feedback_A: 47.117 feedback_B: 46.370 idt_A: 4.098 idt_B: 4.526 
(epoch: 1, iters: 40, time: 0.016, data: 0.001) G_A: 3.664 G_B: 48.461 D_A: 4.625 D_B: 18.420 cycle_A: 4.409 cycle_B: 5.409 feedback_A: 45.016 feedback_B: 44.222 idt_A: 3.729 idt_B: 3.786 
(epoch: 2, iters: 0, time: 0.016, data: 0.001) G_A: 4.377 G_B: 5.937 D_A: 1.269 D_B: 2.949 cycle_A: 5.014 cycle_B: 4.367 feedback_A: 42.210 feedback_B: 43.218 idt_A: 3.249 idt_B: 3.446 
(epoch: 2, iters: 10, time: 0.016, data: 0.001) G_A: 1.308 G_B: 64.311 D_A: 15.277 D_B: 68.210 cycle_A: 3.906 cycle_B: 5.911 feedback_A: 39.068 feedback_B: 40.891 idt_A: 2.910 idt_B: 3.279 
(epoch: 2, iters: 20, time: 0.016, data: 0.001) G_A: 0.053 G_B: 16.880 D_A: 0.524 D_B: 11.970 cycle_A: 5.175 cycle_B: 3.698 feedback_A: 39.006 feedback_B: 40.134 idt_A: 2.660 idt_B: 2.819 
(epoch: 2, iters: 30, time: 0.016, data: 0.001) G_A: 12.782 G_B: 3.424 D_A: 43.883 D_B: 17.805 cycle_A: 5.175 cycle_B: 3.806 feedback_A: 40.789 feedback_B: 40.391 idt_A: 2.403 idt_B: 2.722 
(epoch: 2, iters: 40, time: 0.016, data: 0.001) G_A: 10.942 G_B: 1.151 D_A: 7.397 D_B: 13.559 cycle_A: 5.083 cycle_B: 4.681 feedback_A: 38.361 feedback_B: 38.648 idt_A: 2.156 idt_B: 2.911 
(epoch: 3, iters: 0, time: 0.016, data: 0.001) G_A: 6.418 G_B: 0.060 D_A: 5.522 D_B: 17.548 cycle_A: 3.745 cycle_B: 5.811 feedback_A: 37.923 feedback_B: 37.800 idt_A: 1.892 idt_B: 2.487 
(epoch: 3, iters: 10, time: 0.017, data: 0.001) G_A: 36.672 G_B: 8.315 D_A: 33.661 D_B: 120.902 cycle_A: 5.030 cycle_B: 4.673 feedback_A: 42.403 feedback_B: 38.107 idt_A: 1.723 idt_B: 3.063 
(epoch: 3, iters: 20, time: 0.016, data: 0.001) G_A: 5.262 G_B: 0.060 D_A: 16.455 D_B: 22.745 cycle_A: 3.909 cycle_B: 3.819 feedback_A: 39.309 feedback_B: 38.476 idt_A: 2.076 idt_B: 2.071 
(epoch: 3, iters: 30, time: 0.016, data: 0.001) G_A: 2.630 G_B: 0.118 D_A: 0.976 D_B: 4.335 cycle_A: 4.064 cycle_B: 3.605 feedback_A: 38.339 feedback_B: 38.905 idt_A: 1.605 idt_B: 2.560 
(epoch: 3, iters: 40, time: 0.016, data: 0.001) G_A: 1.493 G_B: 0.816 D_A: 10.259 D_B: 6.900 cycle_A: 4.199 cycle_B: 3.173 feedback_A: 40.754 feedback_B: 35.554 idt_A: 2.015 idt_B: 1.956 
(epoch: 4, iters: 0, time: 0.016, data: 0.001) G_A: 0.334 G_B: 2.260 D_A: 1.246 D_B: 6.079 cycle_A: 3.212 cycle_B: 3.385 feedback_A: 39.680 feedback_B: 37.096 idt_A: 1.566 idt_B: 1.799 
(epoch: 4, iters: 10, time: 0.016, data: 0.001) G_A: 1.108 G_B: 12.931 D_A: 5.094 D_B: 3.852 cycle_A: 2.749 cycle_B: 2.427 feedback_A: 36.989 feedback_B: 35.506 idt_A: 1.349 idt_B: 1.645 
(epoch: 4, iters: 20, time: 0.016, data: 0.001) G_A: 4.870 G_B: 0.002 D_A: 1.959 D_B: 3.468 cycle_A: 3.795 cycle_B: 2.785 feedback_A: 36.146 feedback_B: 36.293 idt_A: 1.775 idt_B: 1.769 
(epoch: 4, iters: 30, time: 0.016, data: 0.001) G_A: 1.891 G_B: 0.155 D_A: 12.408 D_B: 12.445 cycle_A: 3.578 cycle_B: 3.053 feedback_A: 32.825 feedback_B: 37.179 idt_A: 1.557 idt_B: 1.575 
(epoch: 4, iters: 40, time: 0.016, data: 0.001) G_A: 0.005 G_B: 1.218 D_A: 1.381 D_B: 8.570 cycle_A: 3.559 cycle_B: 3.772 feedback_A: 36.261 feedback_B: 35.460 idt_A: 1.692 idt_B: 1.890 
(epoch: 5, iters: 0, time: 0.016, data: 0.001) G_A: 3.024 G_B: 0.001 D_A: 4.121 D_B: 0.665 cycle_A: 4.706 cycle_B: 2.709 feedback_A: 39.412 feedback_B: 35.223 idt_A: 1.592 idt_B: 1.896 
