threshold,jaccard,n_real
0.0001,0.5816931467868153,2951
0.001,0.5956230283911672,3644
0.01,0.6072449952335558,4625
0.05,0.6371955322298479,5696
0.1,0.6581759443339961,6295
0.2,0.6919637739309871,7040
0.5,0.787422960409485,8358
