threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5910212136161815,3800,5875,3594
0.001,0.6309805079740106,4578,6467,4273
0.01,0.6766701461377871,5633,7217,5186
0.05,0.7105294187006249,6701,7806,6026
0.1,0.7291267605633803,7248,8098,6471
0.2,0.7627155172413793,7903,8455,7078
0.5,0.8386899295990206,8909,9112,8220
1.0,1.0,10042,10042,10042
