threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.28299627461415644,3140,6503,2127
0.001,0.3385576098934737,3869,7063,2765
0.01,0.4332919815044547,4987,7722,3842
0.05,0.5337048547851249,6036,8275,4980
0.1,0.5925225792900651,6624,8540,5642
0.2,0.6642335766423357,7341,8847,6461
0.5,0.8147664490205927,8619,9447,8111
1.0,1.0,10042,10042,10042
