threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5841584158415841,3900,3140,2596
0.001,0.5929236499068902,4685,3869,3184
0.01,0.616118769883351,5681,4987,4067
0.05,0.6476423602164391,6753,6036,5027
0.1,0.6743179906261266,7308,6624,5611
0.2,0.7110662630339725,7920,7341,6342
0.5,0.8113636363636364,8915,8619,7854
1.0,1.0,10042,10042,10042
