threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.27412249538155464,3900,5066,1929
0.001,0.3375844917740084,4685,5803,2647
0.01,0.4288681204569055,5681,6703,3717
0.05,0.5388187020840082,6753,7498,4990
0.1,0.5984020185029436,7308,7896,5692
0.2,0.673039366841402,7920,8357,6548
0.5,0.8189949748743719,8915,9184,8149
1.0,1.0,10042,10042,10042
