threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5865549828178694,4082,3305,2731
0.001,0.5957675753228121,4833,4065,3322
0.01,0.6109725685785536,5837,5145,4165
0.05,0.6506450796863142,6819,6231,5144
0.1,0.6764914772727273,7368,6795,5715
0.2,0.7196564033913432,7946,7469,6451
0.5,0.8185662712738525,8963,8668,7936
1.0,1.0,10042,10042,10042
