threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.3785416367035812,3305,6280,2632
0.001,0.43010330848698836,4065,6871,3289
0.01,0.5061684460260972,5145,7552,4267
0.05,0.5878520154610712,6231,8147,5323
0.1,0.6353004291845493,6795,8446,5921
0.2,0.699186143572621,7469,8816,6701
0.5,0.8210175651120533,8668,9371,8133
1.0,1.0,10042,10042,10042
