threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.39750733137829913,4112,5419,2711
0.001,0.4426122235309514,4872,6151,3382
0.01,0.5196767392832045,5905,7070,4437
0.05,0.6058050383351589,6901,7760,5531
0.1,0.6577659574468085,7437,8146,6183
0.2,0.7182091408436108,8003,8576,6930
0.5,0.8353284377829192,8965,9280,8304
1.0,1.0,10042,10042,10042
