threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.2990129081245254,4152,4402,1969
0.001,0.3524524256231573,4915,5177,2630
0.01,0.4391262831224636,5906,6151,3679
0.05,0.5430500221336875,6929,7014,4907
0.1,0.5957287773625201,7440,7504,5579
0.2,0.6724424154388877,8016,8103,6481
0.5,0.8130671506352087,8977,9005,8064
1.0,1.0,10042,10042,10042
