threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5914571133310369,3581,5659,3434
0.001,0.6335118592195869,4360,6315,4140
0.01,0.6890268592252665,5446,7068,5105
0.05,0.7201636188642926,6555,7743,5986
0.1,0.7428701802418435,7155,8123,6512
0.2,0.7766084409243789,7768,8607,7158
0.5,0.8590988045366302,8842,9353,8408
1.0,1.0,10042,10042,10042
