threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.4870956015994184,2812,5370,2680
0.001,0.5241390155684856,3581,6111,3333
0.01,0.5861035422343325,4662,6980,4302
0.05,0.6347603989297008,5718,7723,5219
0.1,0.6648936170212766,6312,8086,5750
0.2,0.7021462987297415,7041,8503,6412
0.5,0.8082486919052017,8438,9187,7878
1.0,1.0,10042,10042,10042
