threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.26998279368058814,3361,4758,1726
0.001,0.3338391502276176,4143,5526,2420
0.01,0.42507645259938837,5216,6434,3475
0.05,0.522247191011236,6253,7295,4648
0.1,0.5767230169050716,6830,7720,5322
0.2,0.6470033528918693,7501,8218,6175
0.5,0.7933750757422743,8696,9062,7856
1.0,1.0,10042,10042,10042
