threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5876968922945934,4115,3344,2761
0.001,0.5930273923870508,4839,4117,3334
0.01,0.614549721325902,5854,5154,4190
0.05,0.6504915553314847,6874,6221,5161
0.1,0.6786264061574896,7379,6797,5731
0.2,0.7178746109381947,7982,7472,6458
0.5,0.8160659114315139,8973,8661,7924
1.0,1.0,10042,10042,10042
