MCC,Accuracy,Recall,Precision,F1,Scenario
0.8137705579019217,0.9016393442622951,0.8166666666666667,0.98,0.8909090909090909,Real->Real
0.7156453662514111,0.8442622950819673,0.7,0.9767441860465116,0.8155339805825242,Real->Syn
0.7099753803128714,0.8360655737704918,0.6666666666666666,1.0,0.8,Syn->Real
0.7710177625367539,0.8770491803278688,0.7666666666666667,0.9787234042553191,0.8598130841121495,Syn->Syn
