threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5829070758738278,4133,3294,2735
0.001,0.59695885509839,4880,4047,3337
0.01,0.6170181605155243,5898,5143,4213
0.05,0.6529248613212305,6909,6202,5179
0.1,0.6799528301886792,7454,6792,5766
0.2,0.7199911002336189,8013,7448,6472
0.5,0.8164022254275706,8959,8671,7924
1.0,1.0,10042,10042,10042
