sample_id
SEQC_NB001
SEQC_NB002
SEQC_NB003
SEQC_NB004
SEQC_NB005
SEQC_NB006
SEQC_NB007
SEQC_NB008
SEQC_NB009
SEQC_NB010
SEQC_NB011
SEQC_NB012
SEQC_NB013
SEQC_NB014
SEQC_NB015
SEQC_NB016
SEQC_NB017
SEQC_NB018
SEQC_NB019
SEQC_NB020
SEQC_NB021
SEQC_NB022
SEQC_NB023
SEQC_NB024
SEQC_NB025
SEQC_NB026
SEQC_NB027
SEQC_NB028
SEQC_NB029
SEQC_NB030
SEQC_NB031
SEQC_NB032
SEQC_NB033
SEQC_NB034
SEQC_NB035
SEQC_NB036
SEQC_NB037
SEQC_NB038
SEQC_NB039
SEQC_NB040
SEQC_NB041
SEQC_NB042
SEQC_NB043
SEQC_NB044
SEQC_NB045
SEQC_NB046
SEQC_NB047
SEQC_NB048
SEQC_NB049
SEQC_NB050
SEQC_NB051
SEQC_NB052
SEQC_NB053
SEQC_NB054
SEQC_NB055
SEQC_NB056
SEQC_NB057
SEQC_NB058
SEQC_NB059
SEQC_NB060
SEQC_NB061
SEQC_NB062
SEQC_NB063
SEQC_NB064
SEQC_NB065
SEQC_NB066
SEQC_NB067
SEQC_NB068
SEQC_NB069
SEQC_NB070
SEQC_NB071
SEQC_NB072
SEQC_NB073
SEQC_NB074
SEQC_NB075
SEQC_NB076
SEQC_NB077
SEQC_NB078
SEQC_NB079
SEQC_NB080
SEQC_NB081
SEQC_NB082
SEQC_NB083
SEQC_NB084
SEQC_NB085
SEQC_NB086
SEQC_NB087
SEQC_NB088
SEQC_NB089
SEQC_NB090
SEQC_NB091
SEQC_NB092
SEQC_NB093
SEQC_NB094
SEQC_NB095
SEQC_NB096
SEQC_NB097
SEQC_NB098
SEQC_NB099
SEQC_NB100
SEQC_NB101
SEQC_NB102
SEQC_NB103
SEQC_NB104
SEQC_NB105
SEQC_NB106
SEQC_NB107
SEQC_NB108
SEQC_NB109
SEQC_NB110
SEQC_NB111
SEQC_NB112
SEQC_NB113
SEQC_NB114
SEQC_NB115
SEQC_NB116
SEQC_NB117
SEQC_NB118
SEQC_NB119
SEQC_NB120
SEQC_NB121
SEQC_NB122
SEQC_NB123
SEQC_NB124
SEQC_NB125
SEQC_NB126
SEQC_NB127
SEQC_NB128
SEQC_NB129
SEQC_NB130
SEQC_NB131
SEQC_NB132
SEQC_NB133
SEQC_NB134
SEQC_NB135
SEQC_NB136
SEQC_NB137
SEQC_NB138
SEQC_NB139
SEQC_NB140
SEQC_NB141
SEQC_NB142
SEQC_NB143
SEQC_NB144
SEQC_NB145
SEQC_NB146
SEQC_NB147
SEQC_NB148
SEQC_NB149
SEQC_NB150
SEQC_NB151
SEQC_NB152
SEQC_NB153
SEQC_NB154
SEQC_NB155
SEQC_NB156
SEQC_NB157
SEQC_NB158
SEQC_NB159
SEQC_NB160
SEQC_NB161
SEQC_NB162
SEQC_NB163
SEQC_NB164
SEQC_NB165
SEQC_NB166
SEQC_NB167
SEQC_NB168
SEQC_NB169
SEQC_NB170
SEQC_NB171
SEQC_NB172
SEQC_NB173
SEQC_NB174
SEQC_NB175
SEQC_NB176
SEQC_NB177
SEQC_NB178
SEQC_NB179
SEQC_NB180
SEQC_NB181
SEQC_NB182
SEQC_NB183
SEQC_NB184
SEQC_NB185
SEQC_NB186
SEQC_NB187
SEQC_NB188
SEQC_NB189
SEQC_NB190
SEQC_NB191
SEQC_NB192
SEQC_NB193
SEQC_NB194
SEQC_NB195
SEQC_NB196
SEQC_NB197
SEQC_NB198
SEQC_NB199
SEQC_NB200
SEQC_NB201
SEQC_NB202
SEQC_NB203
SEQC_NB204
SEQC_NB205
SEQC_NB206
SEQC_NB207
SEQC_NB208
SEQC_NB209
SEQC_NB210
SEQC_NB211
SEQC_NB212
SEQC_NB213
SEQC_NB214
SEQC_NB215
SEQC_NB216
SEQC_NB217
SEQC_NB218
SEQC_NB219
SEQC_NB220
SEQC_NB221
SEQC_NB222
SEQC_NB223
SEQC_NB224
SEQC_NB225
SEQC_NB226
SEQC_NB227
SEQC_NB228
SEQC_NB229
SEQC_NB230
SEQC_NB231
SEQC_NB232
SEQC_NB233
SEQC_NB234
SEQC_NB235
SEQC_NB236
SEQC_NB237
SEQC_NB238
SEQC_NB239
SEQC_NB240
SEQC_NB241
SEQC_NB242
SEQC_NB243
SEQC_NB244
SEQC_NB245
SEQC_NB246
SEQC_NB247
SEQC_NB248
SEQC_NB249
SEQC_NB250
SEQC_NB251
SEQC_NB252
SEQC_NB253
SEQC_NB254
SEQC_NB255
SEQC_NB256
SEQC_NB257
SEQC_NB258
SEQC_NB259
SEQC_NB260
SEQC_NB261
SEQC_NB262
SEQC_NB263
SEQC_NB264
SEQC_NB265
SEQC_NB266
SEQC_NB267
SEQC_NB268
SEQC_NB269
SEQC_NB270
SEQC_NB271
SEQC_NB272
SEQC_NB273
SEQC_NB274
SEQC_NB275
SEQC_NB276
SEQC_NB277
SEQC_NB278
SEQC_NB279
SEQC_NB280
SEQC_NB281
SEQC_NB282
SEQC_NB283
SEQC_NB284
SEQC_NB285
SEQC_NB286
SEQC_NB287
SEQC_NB288
SEQC_NB289
SEQC_NB290
SEQC_NB291
SEQC_NB292
SEQC_NB293
SEQC_NB294
SEQC_NB295
SEQC_NB296
SEQC_NB297
SEQC_NB298
SEQC_NB299
SEQC_NB300
SEQC_NB301
SEQC_NB302
SEQC_NB303
SEQC_NB304
SEQC_NB305
SEQC_NB306
SEQC_NB307
SEQC_NB308
SEQC_NB309
SEQC_NB310
SEQC_NB311
SEQC_NB312
SEQC_NB313
SEQC_NB314
SEQC_NB315
SEQC_NB316
SEQC_NB317
SEQC_NB318
SEQC_NB319
SEQC_NB320
SEQC_NB321
SEQC_NB322
SEQC_NB323
SEQC_NB324
SEQC_NB325
SEQC_NB326
SEQC_NB327
SEQC_NB328
SEQC_NB329
SEQC_NB330
SEQC_NB331
SEQC_NB332
SEQC_NB333
SEQC_NB334
SEQC_NB335
SEQC_NB336
SEQC_NB337
SEQC_NB338
SEQC_NB339
SEQC_NB340
SEQC_NB341
SEQC_NB342
SEQC_NB343
SEQC_NB344
SEQC_NB345
SEQC_NB346
SEQC_NB347
SEQC_NB348
SEQC_NB349
SEQC_NB350
SEQC_NB351
SEQC_NB352
SEQC_NB353
SEQC_NB354
SEQC_NB355
SEQC_NB356
SEQC_NB357
SEQC_NB358
SEQC_NB359
SEQC_NB360
SEQC_NB361
SEQC_NB362
