threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.426054303870595,3307,6567,2950
0.001,0.4789383335534134,4079,7121,3627
0.01,0.5486884656845131,5147,7783,4581
0.05,0.613203367301728,6215,8349,5536
0.1,0.6490533746924805,6784,8633,6068
0.2,0.7060842433697347,7447,8957,6789
0.5,0.8278919790407094,8674,9466,8216
1.0,1.0,10042,10042,10042
