threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5470562956596476,4008,3192,2546
0.001,0.5629722921914357,4769,3918,3129
0.01,0.586263165702418,5760,4933,3952
0.05,0.6208560904356663,6803,5958,4888
0.1,0.6477823772915434,7346,6586,5477
0.2,0.6925720620842573,7927,7340,6247
0.5,0.7985803929636869,8921,8563,7763
1.0,1.0,10042,10042,10042
