threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.6032250738133091,3234,3825,2656
0.001,0.616710875331565,3984,4549,3255
0.01,0.6330836263568261,5071,5611,4141
0.05,0.666491181889971,6119,6543,5064
0.1,0.6810850439882697,6731,7027,5574
0.2,0.7171981776765376,7392,7685,6297
0.5,0.8069229972017826,8646,8789,7786
1.0,1.0,10042,10042,10042
