threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.26158100944918183,4008,1466,1135
0.001,0.2879611650485437,4769,1864,1483
0.01,0.3099984053579971,5760,2455,1944
0.05,0.3523309081110213,6803,3234,2615
0.1,0.39462886982469225,7346,3871,3174
0.2,0.4843856849783451,7927,5097,4250
0.5,0.7513834802213568,8921,8169,7332
1.0,1.0,10042,10042,10042
