threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5885062513709147,4008,3234,2683
0.001,0.6016468435498628,4769,3984,3288
0.01,0.61801613385121,5760,5071,4137
0.05,0.6526410026857654,6803,6119,5103
0.1,0.6748364069006544,7346,6731,5672
0.2,0.7127683363148479,7927,7392,6375
0.5,0.8114044132810889,8921,8646,7869
1.0,1.0,10042,10042,10042
