threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5885062513709147,3234,4008,2683
0.001,0.6016468435498628,3984,4769,3288
0.01,0.61801613385121,5071,5760,4137
0.05,0.6526410026857654,6119,6803,5103
0.1,0.6748364069006544,6731,7346,5672
0.2,0.7127683363148479,7392,7927,6375
0.5,0.8114044132810889,8646,8921,7869
1.0,1.0,10042,10042,10042
