threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.2889511201629328,3234,1829,1135
0.001,0.30343954420763875,3984,2193,1438
0.01,0.3192559074912016,5071,2801,1905
0.05,0.359035804905554,6119,3522,2547
0.1,0.39474365613671675,6731,4042,3049
0.2,0.4772913977232719,7392,5196,4067
0.5,0.738894018672412,8646,8303,7202
1.0,1.0,10042,10042,10042
