threshold,jaccard,n_real,n_fake,n_overlap
0.0001,0.5882223687101736,4008,3220,2677
0.001,0.6019827427941986,4769,3957,3279
0.01,0.618304576144036,5760,5026,4121
0.05,0.6526369819068395,6803,6076,5086
0.1,0.6746542680019075,7346,6701,5659
0.2,0.711344819870217,7927,7369,6358
0.5,0.8110423116615068,8921,8628,7859
1.0,1.0,10042,10042,10042
