================ Training Loss (Tue Mar 17 09:05:24 2026) ================
(epoch: 1, iters: 0, time: 0.394, data: 0.004) G_A: 0.332 G_B: 15.292 D_A: 0.719 D_B: 12.061 cycle_A: 32.784 cycle_B: 30.086 feedback_A: 16.242 feedback_B: 17.816 idt_A: 8.141 idt_B: 8.600 
(epoch: 1, iters: 10, time: 0.007, data: 0.001) G_A: 37.731 G_B: 76.579 D_A: 26.547 D_B: 30.076 cycle_A: 9.474 cycle_B: 9.103 feedback_A: 12.712 feedback_B: 11.311 idt_A: 5.071 idt_B: 5.856 
(epoch: 1, iters: 20, time: 0.007, data: 0.001) G_A: 100.219 G_B: 30.582 D_A: 40.981 D_B: 44.951 cycle_A: 6.490 cycle_B: 5.743 feedback_A: 11.098 feedback_B: 9.806 idt_A: 4.165 idt_B: 5.060 
(epoch: 1, iters: 30, time: 0.007, data: 0.001) G_A: 105.844 G_B: 58.614 D_A: 43.136 D_B: 22.730 cycle_A: 6.207 cycle_B: 6.068 feedback_A: 10.355 feedback_B: 9.235 idt_A: 3.884 idt_B: 4.479 
(epoch: 1, iters: 40, time: 0.007, data: 0.001) G_A: 4.700 G_B: 0.636 D_A: 0.981 D_B: 2.289 cycle_A: 4.995 cycle_B: 4.716 feedback_A: 9.883 feedback_B: 8.818 idt_A: 3.158 idt_B: 4.024 
(epoch: 1, iters: 50, time: 0.007, data: 0.001) G_A: 4.689 G_B: 2.843 D_A: 5.090 D_B: 6.027 cycle_A: 4.342 cycle_B: 3.811 feedback_A: 9.306 feedback_B: 8.285 idt_A: 2.541 idt_B: 3.563 
(epoch: 1, iters: 60, time: 0.007, data: 0.001) G_A: 0.010 G_B: 23.184 D_A: 2.189 D_B: 23.612 cycle_A: 4.664 cycle_B: 4.324 feedback_A: 9.467 feedback_B: 8.344 idt_A: 2.374 idt_B: 3.277 
(epoch: 1, iters: 70, time: 0.007, data: 0.001) G_A: 15.366 G_B: 0.305 D_A: 16.370 D_B: 1.219 cycle_A: 4.243 cycle_B: 4.543 feedback_A: 9.096 feedback_B: 7.967 idt_A: 2.348 idt_B: 2.796 
(epoch: 1, iters: 80, time: 0.007, data: 0.001) G_A: 1.336 G_B: 56.822 D_A: 2.499 D_B: 30.149 cycle_A: 3.821 cycle_B: 4.286 feedback_A: 8.506 feedback_B: 8.155 idt_A: 2.079 idt_B: 2.557 
(epoch: 1, iters: 90, time: 0.007, data: 0.001) G_A: 0.247 G_B: 0.212 D_A: 1.049 D_B: 6.564 cycle_A: 3.031 cycle_B: 4.432 feedback_A: 9.279 feedback_B: 7.815 idt_A: 1.959 idt_B: 2.384 
(epoch: 2, iters: 0, time: 0.007, data: 0.001) G_A: 3.323 G_B: 11.163 D_A: 0.502 D_B: 4.491 cycle_A: 4.101 cycle_B: 5.132 feedback_A: 8.809 feedback_B: 7.620 idt_A: 2.117 idt_B: 2.420 
(epoch: 2, iters: 10, time: 0.007, data: 0.001) G_A: 9.867 G_B: 0.275 D_A: 8.810 D_B: 156.282 cycle_A: 3.589 cycle_B: 3.867 feedback_A: 8.646 feedback_B: 7.689 idt_A: 1.751 idt_B: 1.967 
(epoch: 2, iters: 20, time: 0.008, data: 0.001) G_A: 0.016 G_B: 1.469 D_A: 14.456 D_B: 15.744 cycle_A: 4.382 cycle_B: 3.032 feedback_A: 8.461 feedback_B: 7.725 idt_A: 1.461 idt_B: 2.442 
(epoch: 2, iters: 30, time: 0.007, data: 0.001) G_A: 0.301 G_B: 5.430 D_A: 3.015 D_B: 6.022 cycle_A: 4.057 cycle_B: 5.447 feedback_A: 8.818 feedback_B: 7.738 idt_A: 2.395 idt_B: 2.227 
(epoch: 2, iters: 40, time: 0.007, data: 0.001) G_A: 5.861 G_B: 7.320 D_A: 11.156 D_B: 5.805 cycle_A: 3.955 cycle_B: 2.933 feedback_A: 8.441 feedback_B: 7.609 idt_A: 1.401 idt_B: 2.063 
(epoch: 2, iters: 50, time: 0.007, data: 0.001) G_A: 75.090 G_B: 6.632 D_A: 59.845 D_B: 21.332 cycle_A: 6.266 cycle_B: 4.027 feedback_A: 8.000 feedback_B: 7.968 idt_A: 2.269 idt_B: 2.161 
(epoch: 2, iters: 60, time: 0.007, data: 0.001) G_A: 1.797 G_B: 8.899 D_A: 3.201 D_B: 69.981 cycle_A: 3.552 cycle_B: 2.994 feedback_A: 7.921 feedback_B: 7.809 idt_A: 1.647 idt_B: 1.788 
(epoch: 2, iters: 70, time: 0.007, data: 0.001) G_A: 6.902 G_B: 45.556 D_A: 38.564 D_B: 36.098 cycle_A: 4.567 cycle_B: 3.523 feedback_A: 8.036 feedback_B: 7.442 idt_A: 1.539 idt_B: 1.888 
(epoch: 2, iters: 80, time: 0.007, data: 0.001) G_A: 1.346 G_B: 0.108 D_A: 2.342 D_B: 1.416 cycle_A: 4.931 cycle_B: 3.227 feedback_A: 8.241 feedback_B: 7.783 idt_A: 1.456 idt_B: 1.947 
(epoch: 2, iters: 90, time: 0.007, data: 0.001) G_A: 6.893 G_B: 3.316 D_A: 2.679 D_B: 10.270 cycle_A: 3.939 cycle_B: 3.061 feedback_A: 8.386 feedback_B: 7.536 idt_A: 1.534 idt_B: 1.574 
