================ Training Loss (Thu Sep 25 08:22:58 2025) ================
(epoch: 2, iters: 50, time: 0.091, data: 0.143) D_A: 53.920 G_A: 0.849 cycle_A: 4.718 idt_A: 2.437 D_B: 19.712 G_B: 12.900 cycle_B: 3.800 idt_B: 2.634 
(epoch: 4, iters: 50, time: 0.090, data: 0.163) D_A: 0.612 G_A: 3.588 cycle_A: 3.630 idt_A: 1.413 D_B: 6.150 G_B: 2.709 cycle_B: 3.293 idt_B: 1.693 
(epoch: 6, iters: 50, time: 0.090, data: 0.153) D_A: 26.240 G_A: 0.887 cycle_A: 3.238 idt_A: 1.290 D_B: 1.296 G_B: 0.238 cycle_B: 2.326 idt_B: 1.431 
(epoch: 8, iters: 50, time: 0.091, data: 0.155) D_A: 12.329 G_A: 0.052 cycle_A: 3.176 idt_A: 1.294 D_B: 21.676 G_B: 0.015 cycle_B: 2.332 idt_B: 1.423 
(epoch: 10, iters: 50, time: 0.090, data: 0.158) D_A: 6.090 G_A: 0.265 cycle_A: 2.473 idt_A: 1.120 D_B: 1.884 G_B: 0.233 cycle_B: 2.228 idt_B: 1.308 
(epoch: 12, iters: 50, time: 0.088, data: 0.153) D_A: 0.426 G_A: 0.452 cycle_A: 2.364 idt_A: 1.070 D_B: 51.442 G_B: 0.338 cycle_B: 1.873 idt_B: 1.190 
(epoch: 14, iters: 50, time: 0.092, data: 0.155) D_A: 2.130 G_A: 0.619 cycle_A: 2.654 idt_A: 1.061 D_B: 18.195 G_B: 0.004 cycle_B: 2.085 idt_B: 1.200 
(epoch: 16, iters: 50, time: 0.090, data: 0.148) D_A: 10.549 G_A: 0.024 cycle_A: 2.318 idt_A: 0.999 D_B: 9.464 G_B: 0.632 cycle_B: 1.769 idt_B: 1.117 
(epoch: 18, iters: 50, time: 0.090, data: 0.151) D_A: 0.742 G_A: 0.003 cycle_A: 2.713 idt_A: 0.987 D_B: 29.582 G_B: 0.293 cycle_B: 1.621 idt_B: 1.095 
(epoch: 20, iters: 50, time: 0.090, data: 0.146) D_A: 23.370 G_A: 0.025 cycle_A: 2.813 idt_A: 0.967 D_B: 7.477 G_B: 0.018 cycle_B: 1.738 idt_B: 1.070 
(epoch: 22, iters: 50, time: 0.090, data: 0.161) D_A: 41.946 G_A: 1.094 cycle_A: 2.549 idt_A: 0.908 D_B: 7.973 G_B: 0.018 cycle_B: 1.690 idt_B: 1.056 
