================ Training Loss (Sun Mar  2 16:49:40 2025) ================
(epoch: 4, iters: 10, time: 0.089, data: 0.156) D_A: 8.935 G_A: 2.353 cycle_A: 4.910 idt_A: 2.496 D_B: 13.090 G_B: 12.477 cycle_B: 4.675 idt_B: 3.009 median_A: 9.685 median_B: 9.052 
(epoch: 7, iters: 20, time: 0.090, data: 0.003) D_A: 0.812 G_A: 0.159 cycle_A: 3.017 idt_A: 1.352 D_B: 1.895 G_B: 0.302 cycle_B: 2.813 idt_B: 1.543 median_A: 8.347 median_B: 8.095 
(epoch: 10, iters: 30, time: 0.089, data: 0.003) D_A: 0.539 G_A: 1.146 cycle_A: 2.935 idt_A: 1.348 D_B: 0.188 G_B: 0.055 cycle_B: 2.467 idt_B: 1.687 median_A: 8.154 median_B: 7.723 
(epoch: 14, iters: 10, time: 0.090, data: 0.174) D_A: 2.850 G_A: 0.072 cycle_A: 2.741 idt_A: 1.490 D_B: 5.606 G_B: 0.001 cycle_B: 2.681 idt_B: 1.580 median_A: 7.729 median_B: 7.549 
(epoch: 17, iters: 20, time: 0.090, data: 0.003) D_A: 2.957 G_A: 0.024 cycle_A: 2.016 idt_A: 1.052 D_B: 8.378 G_B: 0.002 cycle_B: 1.925 idt_B: 1.237 median_A: 6.973 median_B: 7.497 
(epoch: 20, iters: 30, time: 0.090, data: 0.002) D_A: 1.014 G_A: 0.009 cycle_A: 2.652 idt_A: 1.180 D_B: 1.441 G_B: 0.011 cycle_B: 1.935 idt_B: 1.427 median_A: 7.234 median_B: 7.438 
(epoch: 24, iters: 10, time: 0.089, data: 0.163) D_A: 1.415 G_A: 0.015 cycle_A: 2.140 idt_A: 1.300 D_B: 1.244 G_B: 0.164 cycle_B: 1.938 idt_B: 1.370 median_A: 6.657 median_B: 6.757 
(epoch: 27, iters: 20, time: 0.091, data: 0.002) D_A: 2.760 G_A: 0.006 cycle_A: 1.558 idt_A: 0.957 D_B: 3.693 G_B: 1.003 cycle_B: 1.588 idt_B: 1.115 median_A: 6.144 median_B: 6.703 
(epoch: 30, iters: 30, time: 0.091, data: 0.003) D_A: 12.083 G_A: 0.809 cycle_A: 1.757 idt_A: 1.045 D_B: 0.863 G_B: 0.009 cycle_B: 2.010 idt_B: 1.285 median_A: 6.329 median_B: 6.507 
(epoch: 34, iters: 10, time: 0.088, data: 0.188) D_A: 4.194 G_A: 0.153 cycle_A: 1.790 idt_A: 1.153 D_B: 2.438 G_B: 0.533 cycle_B: 1.960 idt_B: 1.269 median_A: 6.317 median_B: 6.134 
(epoch: 37, iters: 20, time: 0.091, data: 0.003) D_A: 2.150 G_A: 0.005 cycle_A: 1.556 idt_A: 0.881 D_B: 0.097 G_B: 0.338 cycle_B: 1.567 idt_B: 1.029 median_A: 5.933 median_B: 5.965 
(epoch: 40, iters: 30, time: 0.089, data: 0.003) D_A: 0.948 G_A: 0.070 cycle_A: 1.623 idt_A: 0.964 D_B: 0.969 G_B: 0.023 cycle_B: 1.647 idt_B: 1.188 median_A: 6.383 median_B: 6.155 
(epoch: 44, iters: 10, time: 0.089, data: 0.160) D_A: 2.641 G_A: 1.931 cycle_A: 1.531 idt_A: 1.018 D_B: 1.938 G_B: 1.310 cycle_B: 1.444 idt_B: 1.167 median_A: 6.307 median_B: 6.192 
(epoch: 47, iters: 20, time: 0.090, data: 0.002) D_A: 2.109 G_A: 0.640 cycle_A: 1.294 idt_A: 0.831 D_B: 1.027 G_B: 0.141 cycle_B: 1.492 idt_B: 0.995 median_A: 6.174 median_B: 6.178 
