================ Training Loss (Thu Sep 25 09:35:58 2025) ================
(epoch: 2, iters: 50, time: 0.091, data: 0.125) D_A: 30.111 G_A: 36.782 cycle_A: 6.228 idt_A: 2.671 D_B: 0.824 G_B: 4.389 cycle_B: 5.209 idt_B: 3.029 
(epoch: 4, iters: 50, time: 0.090, data: 0.151) D_A: 0.628 G_A: 1.635 cycle_A: 4.055 idt_A: 1.800 D_B: 0.614 G_B: 0.024 cycle_B: 3.983 idt_B: 2.196 
(epoch: 6, iters: 50, time: 0.090, data: 0.272) D_A: 27.328 G_A: 0.809 cycle_A: 3.441 idt_A: 1.640 D_B: 4.940 G_B: 0.403 cycle_B: 3.492 idt_B: 2.028 
(epoch: 8, iters: 50, time: 0.090, data: 0.166) D_A: 9.075 G_A: 0.316 cycle_A: 3.300 idt_A: 1.563 D_B: 0.800 G_B: 0.070 cycle_B: 3.089 idt_B: 1.900 
(epoch: 10, iters: 50, time: 0.090, data: 0.157) D_A: 0.244 G_A: 0.095 cycle_A: 3.021 idt_A: 1.468 D_B: 1.671 G_B: 0.245 cycle_B: 2.758 idt_B: 1.823 
(epoch: 12, iters: 50, time: 0.090, data: 0.148) D_A: 2.992 G_A: 0.000 cycle_A: 2.692 idt_A: 1.406 D_B: 3.987 G_B: 3.296 cycle_B: 2.731 idt_B: 1.775 
(epoch: 14, iters: 50, time: 0.089, data: 0.156) D_A: 2.189 G_A: 0.004 cycle_A: 2.540 idt_A: 1.339 D_B: 0.388 G_B: 0.026 cycle_B: 2.429 idt_B: 1.664 
(epoch: 16, iters: 50, time: 0.090, data: 0.172) D_A: 1.886 G_A: 0.162 cycle_A: 2.415 idt_A: 1.281 D_B: 2.452 G_B: 0.036 cycle_B: 2.498 idt_B: 1.652 
(epoch: 18, iters: 50, time: 0.090, data: 0.164) D_A: 4.980 G_A: 0.545 cycle_A: 2.284 idt_A: 1.247 D_B: 2.803 G_B: 0.073 cycle_B: 2.197 idt_B: 1.537 
(epoch: 20, iters: 50, time: 0.090, data: 0.163) D_A: 3.986 G_A: 0.738 cycle_A: 2.130 idt_A: 1.227 D_B: 1.434 G_B: 0.342 cycle_B: 2.142 idt_B: 1.518 
(epoch: 22, iters: 50, time: 0.088, data: 0.157) D_A: 11.364 G_A: 0.103 cycle_A: 2.713 idt_A: 1.211 D_B: 0.163 G_B: 1.879 cycle_B: 1.992 idt_B: 1.463 
(epoch: 24, iters: 50, time: 0.090, data: 0.155) D_A: 2.023 G_A: 0.826 cycle_A: 2.141 idt_A: 1.206 D_B: 0.719 G_B: 0.556 cycle_B: 1.902 idt_B: 1.457 
(epoch: 26, iters: 50, time: 0.090, data: 0.149) D_A: 0.983 G_A: 0.123 cycle_A: 2.159 idt_A: 1.176 D_B: 1.138 G_B: 0.226 cycle_B: 1.811 idt_B: 1.366 
(epoch: 28, iters: 50, time: 0.090, data: 0.151) D_A: 1.202 G_A: 0.450 cycle_A: 1.916 idt_A: 1.132 D_B: 0.649 G_B: 0.278 cycle_B: 1.782 idt_B: 1.330 
(epoch: 30, iters: 50, time: 0.095, data: 0.158) D_A: 1.413 G_A: 0.091 cycle_A: 1.980 idt_A: 1.356 D_B: 1.215 G_B: 0.665 cycle_B: 1.766 idt_B: 1.309 
(epoch: 32, iters: 50, time: 0.090, data: 0.219) D_A: 0.645 G_A: 0.331 cycle_A: 1.962 idt_A: 1.108 D_B: 0.747 G_B: 0.001 cycle_B: 1.595 idt_B: 1.288 
(epoch: 34, iters: 50, time: 0.090, data: 0.158) D_A: 0.178 G_A: 1.454 cycle_A: 1.805 idt_A: 1.152 D_B: 0.338 G_B: 0.072 cycle_B: 1.725 idt_B: 1.247 
(epoch: 36, iters: 50, time: 0.090, data: 0.149) D_A: 0.163 G_A: 2.398 cycle_A: 1.672 idt_A: 1.120 D_B: 1.654 G_B: 1.095 cycle_B: 1.561 idt_B: 1.244 
(epoch: 38, iters: 50, time: 0.091, data: 0.144) D_A: 0.907 G_A: 1.412 cycle_A: 1.584 idt_A: 1.139 D_B: 0.896 G_B: 0.541 cycle_B: 1.507 idt_B: 1.293 
(epoch: 40, iters: 50, time: 0.090, data: 0.146) D_A: 0.231 G_A: 0.081 cycle_A: 1.947 idt_A: 1.061 D_B: 0.287 G_B: 0.817 cycle_B: 1.352 idt_B: 1.184 
(epoch: 42, iters: 50, time: 0.091, data: 0.159) D_A: 0.600 G_A: 0.365 cycle_A: 1.686 idt_A: 1.093 D_B: 0.634 G_B: 0.003 cycle_B: 1.514 idt_B: 1.130 
(epoch: 44, iters: 50, time: 0.090, data: 0.163) D_A: 0.279 G_A: 1.139 cycle_A: 1.922 idt_A: 1.068 D_B: 2.292 G_B: 1.063 cycle_B: 1.357 idt_B: 1.198 
(epoch: 46, iters: 50, time: 0.090, data: 0.157) D_A: 0.062 G_A: 0.739 cycle_A: 2.020 idt_A: 1.025 D_B: 0.460 G_B: 0.091 cycle_B: 1.418 idt_B: 1.141 
(epoch: 48, iters: 50, time: 0.090, data: 0.154) D_A: 0.941 G_A: 2.348 cycle_A: 2.391 idt_A: 0.995 D_B: 0.341 G_B: 1.914 cycle_B: 1.443 idt_B: 1.088 
(epoch: 50, iters: 50, time: 0.091, data: 0.172) D_A: 0.744 G_A: 2.267 cycle_A: 1.616 idt_A: 1.000 D_B: 1.066 G_B: 0.045 cycle_B: 1.313 idt_B: 1.065 
(epoch: 52, iters: 50, time: 0.090, data: 0.165) D_A: 0.019 G_A: 0.000 cycle_A: 1.685 idt_A: 1.026 D_B: 2.970 G_B: 1.820 cycle_B: 1.462 idt_B: 1.074 
(epoch: 54, iters: 50, time: 0.089, data: 0.167) D_A: 0.195 G_A: 0.069 cycle_A: 1.848 idt_A: 0.972 D_B: 0.056 G_B: 0.051 cycle_B: 1.333 idt_B: 1.079 
(epoch: 56, iters: 50, time: 0.090, data: 0.170) D_A: 0.270 G_A: 1.426 cycle_A: 1.549 idt_A: 0.964 D_B: 0.571 G_B: 0.685 cycle_B: 1.670 idt_B: 1.039 
(epoch: 58, iters: 50, time: 0.090, data: 0.159) D_A: 1.195 G_A: 0.297 cycle_A: 1.622 idt_A: 0.972 D_B: 0.038 G_B: 0.700 cycle_B: 1.481 idt_B: 1.039 
(epoch: 60, iters: 50, time: 0.090, data: 0.177) D_A: 0.629 G_A: 1.574 cycle_A: 1.901 idt_A: 0.966 D_B: 0.049 G_B: 0.490 cycle_B: 1.342 idt_B: 1.075 
(epoch: 62, iters: 50, time: 0.090, data: 0.163) D_A: 0.045 G_A: 0.138 cycle_A: 1.890 idt_A: 0.925 D_B: 0.048 G_B: 0.116 cycle_B: 1.562 idt_B: 1.047 
(epoch: 64, iters: 50, time: 0.090, data: 0.159) D_A: 0.987 G_A: 1.314 cycle_A: 1.830 idt_A: 0.890 D_B: 0.812 G_B: 0.864 cycle_B: 1.730 idt_B: 1.026 
(epoch: 66, iters: 50, time: 0.090, data: 0.166) D_A: 0.089 G_A: 1.464 cycle_A: 1.541 idt_A: 0.881 D_B: 0.531 G_B: 0.001 cycle_B: 1.346 idt_B: 1.093 
(epoch: 68, iters: 50, time: 0.090, data: 0.165) D_A: 0.079 G_A: 0.224 cycle_A: 1.587 idt_A: 0.858 D_B: 0.079 G_B: 0.755 cycle_B: 1.598 idt_B: 1.034 
(epoch: 70, iters: 50, time: 0.091, data: 0.165) D_A: 0.900 G_A: 1.894 cycle_A: 2.576 idt_A: 0.828 D_B: 1.208 G_B: 0.307 cycle_B: 1.477 idt_B: 1.012 
(epoch: 72, iters: 50, time: 0.089, data: 0.164) D_A: 0.030 G_A: 0.714 cycle_A: 1.947 idt_A: 0.932 D_B: 0.056 G_B: 0.315 cycle_B: 1.500 idt_B: 1.086 
(epoch: 74, iters: 50, time: 0.090, data: 0.195) D_A: 0.075 G_A: 0.377 cycle_A: 1.256 idt_A: 0.908 D_B: 0.215 G_B: 0.032 cycle_B: 1.297 idt_B: 1.026 
(epoch: 76, iters: 50, time: 0.089, data: 0.163) D_A: 0.029 G_A: 0.877 cycle_A: 1.937 idt_A: 0.952 D_B: 0.072 G_B: 0.971 cycle_B: 1.076 idt_B: 0.991 
