================ Training Loss (Tue Mar 17 09:45:39 2026) ================
(epoch: 1, iters: 0, time: 0.419, data: 0.003) G_A: 0.312 G_B: 40.570 D_A: 2.416 D_B: 16.319 cycle_A: 32.522 cycle_B: 30.443 feedback_A: 16.559 feedback_B: 17.181 idt_A: 7.972 idt_B: 8.592 
(epoch: 2, iters: 0, time: 0.008, data: 0.001) G_A: 17.351 G_B: 113.598 D_A: 7.277 D_B: 74.990 cycle_A: 8.933 cycle_B: 9.157 feedback_A: 12.249 feedback_B: 11.697 idt_A: 5.374 idt_B: 5.938 
(epoch: 3, iters: 0, time: 0.008, data: 0.001) G_A: 14.778 G_B: 1.675 D_A: 7.113 D_B: 37.599 cycle_A: 6.153 cycle_B: 4.930 feedback_A: 10.621 feedback_B: 10.033 idt_A: 4.356 idt_B: 5.243 
(epoch: 4, iters: 0, time: 0.008, data: 0.001) G_A: 77.192 G_B: 29.668 D_A: 36.397 D_B: 17.051 cycle_A: 5.370 cycle_B: 5.298 feedback_A: 10.382 feedback_B: 9.007 idt_A: 3.735 idt_B: 4.735 
(epoch: 5, iters: 0, time: 0.008, data: 0.001) G_A: 15.837 G_B: 0.015 D_A: 4.443 D_B: 1.203 cycle_A: 3.829 cycle_B: 4.341 feedback_A: 9.535 feedback_B: 8.889 idt_A: 3.229 idt_B: 3.983 
(epoch: 6, iters: 0, time: 0.009, data: 0.001) G_A: 2.740 G_B: 0.599 D_A: 4.440 D_B: 50.371 cycle_A: 3.713 cycle_B: 3.625 feedback_A: 9.003 feedback_B: 8.389 idt_A: 2.778 idt_B: 3.330 
(epoch: 7, iters: 0, time: 0.008, data: 0.001) G_A: 1.244 G_B: 9.475 D_A: 2.640 D_B: 40.870 cycle_A: 3.186 cycle_B: 3.439 feedback_A: 8.907 feedback_B: 8.307 idt_A: 2.374 idt_B: 2.962 
(epoch: 8, iters: 0, time: 0.008, data: 0.001) G_A: 10.051 G_B: 1.091 D_A: 2.909 D_B: 2.885 cycle_A: 4.337 cycle_B: 3.195 feedback_A: 8.534 feedback_B: 8.558 idt_A: 2.159 idt_B: 2.577 
(epoch: 9, iters: 0, time: 0.008, data: 0.001) G_A: 2.557 G_B: 0.180 D_A: 3.738 D_B: 10.026 cycle_A: 4.701 cycle_B: 2.873 feedback_A: 8.450 feedback_B: 7.734 idt_A: 1.964 idt_B: 2.523 
(epoch: 10, iters: 0, time: 0.008, data: 0.001) G_A: 0.115 G_B: 0.057 D_A: 0.982 D_B: 0.289 cycle_A: 3.970 cycle_B: 3.157 feedback_A: 8.483 feedback_B: 8.391 idt_A: 1.706 idt_B: 2.224 
(epoch: 11, iters: 0, time: 0.010, data: 0.002) G_A: 37.885 G_B: 0.033 D_A: 13.916 D_B: 11.447 cycle_A: 3.479 cycle_B: 2.546 feedback_A: 8.389 feedback_B: 8.031 idt_A: 1.410 idt_B: 1.914 
(epoch: 12, iters: 0, time: 0.008, data: 0.001) G_A: 4.925 G_B: 0.901 D_A: 0.921 D_B: 0.201 cycle_A: 2.622 cycle_B: 2.795 feedback_A: 8.222 feedback_B: 8.100 idt_A: 1.300 idt_B: 1.722 
(epoch: 13, iters: 0, time: 0.008, data: 0.001) G_A: 0.603 G_B: 0.388 D_A: 39.078 D_B: 161.593 cycle_A: 3.138 cycle_B: 3.049 feedback_A: 8.266 feedback_B: 7.725 idt_A: 1.483 idt_B: 1.719 
(epoch: 14, iters: 0, time: 0.010, data: 0.001) G_A: 11.405 G_B: 33.389 D_A: 14.487 D_B: 39.314 cycle_A: 3.469 cycle_B: 5.407 feedback_A: 7.935 feedback_B: 7.579 idt_A: 1.205 idt_B: 2.042 
(epoch: 15, iters: 0, time: 0.010, data: 0.001) G_A: 0.071 G_B: 2.415 D_A: 3.629 D_B: 34.553 cycle_A: 4.739 cycle_B: 2.944 feedback_A: 7.949 feedback_B: 7.877 idt_A: 1.558 idt_B: 2.000 
(epoch: 16, iters: 0, time: 0.008, data: 0.001) G_A: 57.295 G_B: 5.812 D_A: 27.423 D_B: 1.662 cycle_A: 5.318 cycle_B: 3.934 feedback_A: 7.694 feedback_B: 7.564 idt_A: 1.399 idt_B: 1.780 
(epoch: 17, iters: 0, time: 0.008, data: 0.001) G_A: 3.150 G_B: 0.683 D_A: 42.388 D_B: 6.713 cycle_A: 2.982 cycle_B: 2.677 feedback_A: 7.958 feedback_B: 8.033 idt_A: 1.146 idt_B: 1.799 
(epoch: 18, iters: 0, time: 0.008, data: 0.001) G_A: 0.458 G_B: 0.507 D_A: 0.113 D_B: 2.282 cycle_A: 2.272 cycle_B: 2.666 feedback_A: 7.890 feedback_B: 7.831 idt_A: 1.068 idt_B: 1.432 
(epoch: 19, iters: 0, time: 0.009, data: 0.001) G_A: 0.247 G_B: 1.805 D_A: 1.743 D_B: 1.035 cycle_A: 2.177 cycle_B: 1.659 feedback_A: 7.858 feedback_B: 7.560 idt_A: 0.843 idt_B: 1.427 
