================ Training Loss (Tue Mar 17 13:18:08 2026) ================
(epoch: 1, iters: 0, time: 0.373, data: 0.003) G_A: 9.790 G_B: 15.469 D_A: 3.772 D_B: 4.748 cycle_A: 32.668 cycle_B: 30.938 feedback_A: 16.708 feedback_B: 17.116 idt_A: 7.941 idt_B: 8.542 
(epoch: 1, iters: 10, time: 0.008, data: 0.001) G_A: 16.858 G_B: 17.158 D_A: 18.614 D_B: 4.937 cycle_A: 9.621 cycle_B: 8.905 feedback_A: 12.568 feedback_B: 12.422 idt_A: 5.485 idt_B: 5.698 
(epoch: 1, iters: 20, time: 0.008, data: 0.001) G_A: 1.892 G_B: 6.867 D_A: 3.222 D_B: 12.608 cycle_A: 7.474 cycle_B: 5.540 feedback_A: 10.262 feedback_B: 10.426 idt_A: 4.628 idt_B: 4.954 
(epoch: 1, iters: 30, time: 0.008, data: 0.001) G_A: 8.806 G_B: 72.901 D_A: 9.331 D_B: 30.852 cycle_A: 6.275 cycle_B: 4.990 feedback_A: 9.952 feedback_B: 10.085 idt_A: 4.284 idt_B: 4.417 
(epoch: 1, iters: 40, time: 0.008, data: 0.001) G_A: 19.407 G_B: 8.963 D_A: 5.808 D_B: 13.278 cycle_A: 4.906 cycle_B: 5.334 feedback_A: 10.123 feedback_B: 9.609 idt_A: 3.876 idt_B: 3.739 
(epoch: 2, iters: 0, time: 0.008, data: 0.001) G_A: 36.625 G_B: 40.044 D_A: 12.920 D_B: 21.971 cycle_A: 4.887 cycle_B: 4.087 feedback_A: 9.491 feedback_B: 9.325 idt_A: 3.119 idt_B: 3.123 
(epoch: 2, iters: 10, time: 0.008, data: 0.001) G_A: 28.702 G_B: 8.026 D_A: 9.593 D_B: 25.474 cycle_A: 4.143 cycle_B: 3.385 feedback_A: 9.131 feedback_B: 8.952 idt_A: 2.593 idt_B: 2.514 
(epoch: 2, iters: 20, time: 0.008, data: 0.001) G_A: 7.627 G_B: 0.193 D_A: 6.397 D_B: 12.039 cycle_A: 5.070 cycle_B: 3.488 feedback_A: 8.424 feedback_B: 8.987 idt_A: 2.280 idt_B: 2.425 
(epoch: 2, iters: 30, time: 0.008, data: 0.001) G_A: 17.706 G_B: 5.284 D_A: 75.131 D_B: 28.028 cycle_A: 5.462 cycle_B: 5.362 feedback_A: 9.217 feedback_B: 8.928 idt_A: 2.089 idt_B: 2.806 
(epoch: 2, iters: 40, time: 0.008, data: 0.001) G_A: 1.288 G_B: 9.167 D_A: 9.872 D_B: 10.448 cycle_A: 5.658 cycle_B: 3.590 feedback_A: 8.987 feedback_B: 8.660 idt_A: 1.923 idt_B: 2.751 
(epoch: 3, iters: 0, time: 0.008, data: 0.001) G_A: 1.656 G_B: 70.776 D_A: 30.996 D_B: 28.959 cycle_A: 4.138 cycle_B: 3.138 feedback_A: 8.760 feedback_B: 8.626 idt_A: 1.527 idt_B: 2.050 
(epoch: 3, iters: 10, time: 0.008, data: 0.001) G_A: 8.707 G_B: 12.359 D_A: 13.804 D_B: 63.382 cycle_A: 4.331 cycle_B: 2.903 feedback_A: 8.540 feedback_B: 8.476 idt_A: 1.300 idt_B: 2.320 
(epoch: 3, iters: 20, time: 0.008, data: 0.001) G_A: 0.555 G_B: 0.044 D_A: 7.780 D_B: 24.518 cycle_A: 2.869 cycle_B: 3.260 feedback_A: 8.286 feedback_B: 8.367 idt_A: 1.616 idt_B: 1.473 
(epoch: 3, iters: 30, time: 0.008, data: 0.001) G_A: 0.243 G_B: 1.030 D_A: 6.118 D_B: 4.986 cycle_A: 4.882 cycle_B: 3.063 feedback_A: 7.969 feedback_B: 8.553 idt_A: 1.517 idt_B: 2.280 
(epoch: 3, iters: 40, time: 0.008, data: 0.001) G_A: 5.738 G_B: 42.140 D_A: 30.835 D_B: 16.688 cycle_A: 3.847 cycle_B: 4.035 feedback_A: 8.692 feedback_B: 8.302 idt_A: 1.688 idt_B: 1.814 
(epoch: 4, iters: 0, time: 0.008, data: 0.001) G_A: 24.084 G_B: 2.370 D_A: 21.823 D_B: 11.665 cycle_A: 5.885 cycle_B: 4.207 feedback_A: 8.568 feedback_B: 7.904 idt_A: 1.851 idt_B: 1.804 
(epoch: 4, iters: 10, time: 0.008, data: 0.001) G_A: 6.817 G_B: 10.915 D_A: 41.451 D_B: 23.652 cycle_A: 3.535 cycle_B: 3.869 feedback_A: 8.275 feedback_B: 7.844 idt_A: 1.363 idt_B: 1.692 
(epoch: 4, iters: 20, time: 0.008, data: 0.001) G_A: 1.793 G_B: 14.335 D_A: 2.106 D_B: 17.282 cycle_A: 3.604 cycle_B: 3.765 feedback_A: 8.292 feedback_B: 7.766 idt_A: 1.413 idt_B: 1.527 
(epoch: 4, iters: 30, time: 0.008, data: 0.001) G_A: 13.346 G_B: 12.252 D_A: 11.827 D_B: 15.980 cycle_A: 3.415 cycle_B: 3.606 feedback_A: 7.926 feedback_B: 7.873 idt_A: 1.185 idt_B: 1.516 
(epoch: 4, iters: 40, time: 0.008, data: 0.001) G_A: 2.631 G_B: 0.192 D_A: 2.551 D_B: 26.409 cycle_A: 3.372 cycle_B: 2.940 feedback_A: 8.084 feedback_B: 7.987 idt_A: 1.405 idt_B: 1.263 
(epoch: 5, iters: 0, time: 0.008, data: 0.001) G_A: 2.140 G_B: 5.972 D_A: 3.040 D_B: 7.619 cycle_A: 4.121 cycle_B: 4.074 feedback_A: 8.017 feedback_B: 7.819 idt_A: 1.314 idt_B: 1.575 
(epoch: 5, iters: 10, time: 0.008, data: 0.001) G_A: 0.677 G_B: 1.377 D_A: 6.407 D_B: 49.872 cycle_A: 3.205 cycle_B: 3.333 feedback_A: 7.917 feedback_B: 7.771 idt_A: 1.156 idt_B: 1.698 
(epoch: 5, iters: 20, time: 0.008, data: 0.001) G_A: 0.097 G_B: 2.358 D_A: 12.804 D_B: 19.151 cycle_A: 4.710 cycle_B: 4.007 feedback_A: 7.727 feedback_B: 7.025 idt_A: 1.441 idt_B: 1.500 
(epoch: 5, iters: 30, time: 0.008, data: 0.001) G_A: 1.038 G_B: 1.058 D_A: 18.291 D_B: 36.865 cycle_A: 2.663 cycle_B: 2.028 feedback_A: 7.991 feedback_B: 7.849 idt_A: 1.401 idt_B: 1.164 
(epoch: 5, iters: 40, time: 0.008, data: 0.001) G_A: 0.175 G_B: 0.000 D_A: 17.271 D_B: 0.755 cycle_A: 2.664 cycle_B: 3.402 feedback_A: 8.447 feedback_B: 7.650 idt_A: 1.651 idt_B: 1.317 
(epoch: 6, iters: 0, time: 0.008, data: 0.001) G_A: 0.455 G_B: 0.582 D_A: 30.827 D_B: 9.637 cycle_A: 2.474 cycle_B: 3.406 feedback_A: 7.593 feedback_B: 7.601 idt_A: 1.183 idt_B: 1.530 
(epoch: 6, iters: 10, time: 0.008, data: 0.001) G_A: 0.129 G_B: 1.001 D_A: 0.298 D_B: 11.989 cycle_A: 2.488 cycle_B: 2.351 feedback_A: 7.942 feedback_B: 7.626 idt_A: 1.356 idt_B: 1.336 
(epoch: 6, iters: 20, time: 0.008, data: 0.001) G_A: 1.437 G_B: 0.538 D_A: 4.380 D_B: 4.032 cycle_A: 3.352 cycle_B: 2.063 feedback_A: 7.964 feedback_B: 7.791 idt_A: 1.157 idt_B: 1.881 
(epoch: 6, iters: 30, time: 0.008, data: 0.001) G_A: 0.021 G_B: 0.536 D_A: 4.052 D_B: 1.517 cycle_A: 3.276 cycle_B: 1.672 feedback_A: 7.755 feedback_B: 7.778 idt_A: 1.128 idt_B: 1.567 
(epoch: 6, iters: 40, time: 0.008, data: 0.001) G_A: 0.038 G_B: 8.818 D_A: 2.007 D_B: 9.907 cycle_A: 2.428 cycle_B: 4.251 feedback_A: 7.479 feedback_B: 7.807 idt_A: 1.406 idt_B: 1.620 
(epoch: 7, iters: 0, time: 0.008, data: 0.001) G_A: 43.715 G_B: 9.180 D_A: 26.481 D_B: 8.450 cycle_A: 4.162 cycle_B: 4.468 feedback_A: 7.630 feedback_B: 7.495 idt_A: 1.374 idt_B: 1.676 
(epoch: 7, iters: 10, time: 0.008, data: 0.001) G_A: 103.504 G_B: 31.678 D_A: 42.829 D_B: 25.403 cycle_A: 8.039 cycle_B: 6.697 feedback_A: 8.877 feedback_B: 8.080 idt_A: 2.448 idt_B: 2.340 
