================ Training Loss (Sun Mar  2 16:33:09 2025) ================
(epoch: 4, iters: 10, time: 0.094, data: 0.195) D_A: 91.285 G_A: 7.798 cycle_A: 4.108 idt_A: 2.248 D_B: 71.312 G_B: 0.771 cycle_B: 4.199 idt_B: 2.400 median_A: 8.752 median_B: 9.337 
(epoch: 7, iters: 20, time: 0.091, data: 0.004) D_A: 2.997 G_A: 2.260 cycle_A: 3.265 idt_A: 1.519 D_B: 5.023 G_B: 0.002 cycle_B: 2.990 idt_B: 1.551 median_A: 8.035 median_B: 8.229 
(epoch: 10, iters: 30, time: 0.091, data: 0.003) D_A: 41.614 G_A: 0.273 cycle_A: 2.511 idt_A: 1.074 D_B: 15.706 G_B: 0.013 cycle_B: 2.192 idt_B: 1.202 median_A: 7.765 median_B: 7.238 
(epoch: 14, iters: 10, time: 0.090, data: 0.171) D_A: 0.606 G_A: 0.010 cycle_A: 2.190 idt_A: 1.233 D_B: 20.332 G_B: 0.118 cycle_B: 2.233 idt_B: 1.206 median_A: 7.683 median_B: 6.958 
(epoch: 17, iters: 20, time: 0.088, data: 0.002) D_A: 2.213 G_A: 0.003 cycle_A: 2.261 idt_A: 1.190 D_B: 1.213 G_B: 0.000 cycle_B: 2.216 idt_B: 1.186 median_A: 7.222 median_B: 6.515 
(epoch: 20, iters: 30, time: 0.088, data: 0.002) D_A: 0.066 G_A: 0.998 cycle_A: 2.054 idt_A: 0.912 D_B: 30.771 G_B: 0.995 cycle_B: 1.805 idt_B: 1.064 median_A: 6.936 median_B: 5.850 
(epoch: 24, iters: 10, time: 0.090, data: 0.170) D_A: 7.499 G_A: 0.041 cycle_A: 1.910 idt_A: 1.083 D_B: 0.876 G_B: 0.104 cycle_B: 1.894 idt_B: 1.104 median_A: 6.908 median_B: 5.965 
(epoch: 27, iters: 20, time: 0.090, data: 0.002) D_A: 0.233 G_A: 0.088 cycle_A: 1.826 idt_A: 1.080 D_B: 1.217 G_B: 0.046 cycle_B: 1.806 idt_B: 1.062 median_A: 6.510 median_B: 5.893 
(epoch: 30, iters: 30, time: 0.090, data: 0.002) D_A: 0.296 G_A: 0.997 cycle_A: 2.293 idt_A: 0.918 D_B: 4.795 G_B: 0.382 cycle_B: 1.592 idt_B: 0.994 median_A: 6.263 median_B: 5.651 
(epoch: 34, iters: 10, time: 0.089, data: 0.184) D_A: 1.102 G_A: 0.126 cycle_A: 1.836 idt_A: 1.015 D_B: 6.432 G_B: 1.139 cycle_B: 2.266 idt_B: 0.990 median_A: 6.430 median_B: 5.600 
(epoch: 37, iters: 20, time: 0.088, data: 0.002) D_A: 8.501 G_A: 4.095 cycle_A: 1.668 idt_A: 1.009 D_B: 1.275 G_B: 0.061 cycle_B: 1.653 idt_B: 0.996 median_A: 6.202 median_B: 5.711 
