================ Training Loss (Thu Sep 25 01:33:19 2025) ================
(epoch: 2, iters: 50, time: 0.091, data: 0.149) D_A: 4.108 G_A: 6.076 cycle_A: 4.651 idt_A: 2.207 D_B: 4.935 G_B: 77.488 cycle_B: 6.102 idt_B: 2.765 
(epoch: 4, iters: 50, time: 0.090, data: 0.168) D_A: 0.240 G_A: 0.100 cycle_A: 3.363 idt_A: 1.325 D_B: 4.956 G_B: 0.844 cycle_B: 2.834 idt_B: 1.379 
(epoch: 6, iters: 50, time: 0.091, data: 0.158) D_A: 10.751 G_A: 0.038 cycle_A: 2.759 idt_A: 1.138 D_B: 3.303 G_B: 1.468 cycle_B: 2.359 idt_B: 1.280 
(epoch: 8, iters: 50, time: 0.089, data: 0.166) D_A: 1.012 G_A: 0.382 cycle_A: 2.328 idt_A: 1.040 D_B: 0.811 G_B: 0.075 cycle_B: 2.147 idt_B: 1.226 
(epoch: 10, iters: 50, time: 0.089, data: 0.166) D_A: 84.440 G_A: 0.943 cycle_A: 2.403 idt_A: 1.045 D_B: 2.102 G_B: 0.056 cycle_B: 1.857 idt_B: 1.123 
(epoch: 12, iters: 50, time: 0.092, data: 0.156) D_A: 7.770 G_A: 0.003 cycle_A: 2.107 idt_A: 0.962 D_B: 4.311 G_B: 0.054 cycle_B: 1.764 idt_B: 1.074 
(epoch: 14, iters: 50, time: 0.088, data: 0.165) D_A: 7.693 G_A: 0.108 cycle_A: 2.057 idt_A: 0.928 D_B: 18.918 G_B: 0.021 cycle_B: 1.683 idt_B: 1.082 
(epoch: 16, iters: 50, time: 0.090, data: 0.172) D_A: 0.498 G_A: 0.014 cycle_A: 2.074 idt_A: 0.910 D_B: 1.525 G_B: 0.305 cycle_B: 1.669 idt_B: 1.030 
(epoch: 18, iters: 50, time: 0.090, data: 0.177) D_A: 1.092 G_A: 0.050 cycle_A: 2.294 idt_A: 0.880 D_B: 0.507 G_B: 0.187 cycle_B: 1.903 idt_B: 1.088 
(epoch: 20, iters: 50, time: 0.090, data: 0.168) D_A: 0.727 G_A: 0.271 cycle_A: 2.659 idt_A: 0.876 D_B: 0.436 G_B: 0.052 cycle_B: 1.616 idt_B: 0.975 
(epoch: 22, iters: 50, time: 0.091, data: 0.164) D_A: 7.636 G_A: 0.505 cycle_A: 2.297 idt_A: 0.864 D_B: 0.640 G_B: 0.000 cycle_B: 2.457 idt_B: 0.965 
(epoch: 24, iters: 50, time: 0.088, data: 0.157) D_A: 2.697 G_A: 0.001 cycle_A: 2.138 idt_A: 0.834 D_B: 0.131 G_B: 0.004 cycle_B: 1.790 idt_B: 0.952 
(epoch: 26, iters: 50, time: 0.088, data: 0.154) D_A: 8.704 G_A: 0.484 cycle_A: 1.840 idt_A: 0.803 D_B: 1.076 G_B: 0.002 cycle_B: 1.828 idt_B: 0.953 
(epoch: 28, iters: 50, time: 0.092, data: 0.165) D_A: 0.101 G_A: 0.112 cycle_A: 2.271 idt_A: 0.797 D_B: 3.056 G_B: 0.067 cycle_B: 1.702 idt_B: 0.939 
(epoch: 30, iters: 50, time: 0.091, data: 0.203) D_A: 2.634 G_A: 0.134 cycle_A: 1.944 idt_A: 0.821 D_B: 5.459 G_B: 0.751 cycle_B: 1.423 idt_B: 0.887 
(epoch: 32, iters: 50, time: 0.090, data: 0.150) D_A: 1.266 G_A: 0.391 cycle_A: 1.843 idt_A: 0.909 D_B: 1.364 G_B: 0.045 cycle_B: 2.139 idt_B: 0.890 
(epoch: 34, iters: 50, time: 0.090, data: 0.159) D_A: 1.524 G_A: 0.931 cycle_A: 2.059 idt_A: 1.032 D_B: 6.914 G_B: 0.017 cycle_B: 1.661 idt_B: 0.903 
(epoch: 36, iters: 50, time: 0.091, data: 0.157) D_A: 1.306 G_A: 0.943 cycle_A: 2.765 idt_A: 0.850 D_B: 0.625 G_B: 0.092 cycle_B: 1.393 idt_B: 1.063 
(epoch: 38, iters: 50, time: 0.090, data: 0.314) D_A: 3.219 G_A: 0.147 cycle_A: 1.823 idt_A: 0.744 D_B: 12.459 G_B: 0.492 cycle_B: 1.485 idt_B: 0.989 
(epoch: 40, iters: 50, time: 0.089, data: 0.162) D_A: 5.054 G_A: 0.010 cycle_A: 1.821 idt_A: 0.711 D_B: 9.291 G_B: 0.038 cycle_B: 1.965 idt_B: 0.908 
(epoch: 42, iters: 50, time: 0.090, data: 0.156) D_A: 5.536 G_A: 0.475 cycle_A: 1.689 idt_A: 0.706 D_B: 0.964 G_B: 0.029 cycle_B: 1.382 idt_B: 0.858 
(epoch: 44, iters: 50, time: 0.090, data: 0.156) D_A: 5.698 G_A: 0.524 cycle_A: 2.431 idt_A: 0.736 D_B: 4.919 G_B: 0.176 cycle_B: 1.660 idt_B: 0.825 
(epoch: 46, iters: 50, time: 0.090, data: 0.162) D_A: 3.400 G_A: 0.350 cycle_A: 2.045 idt_A: 0.706 D_B: 6.649 G_B: 0.045 cycle_B: 1.515 idt_B: 0.995 
(epoch: 48, iters: 50, time: 0.088, data: 0.148) D_A: 0.896 G_A: 0.959 cycle_A: 2.121 idt_A: 0.724 D_B: 4.787 G_B: 1.110 cycle_B: 1.910 idt_B: 0.872 
(epoch: 50, iters: 50, time: 0.090, data: 0.255) D_A: 1.608 G_A: 0.499 cycle_A: 2.692 idt_A: 0.773 D_B: 3.524 G_B: 0.133 cycle_B: 1.404 idt_B: 0.882 
(epoch: 52, iters: 50, time: 0.091, data: 0.187) D_A: 3.737 G_A: 0.587 cycle_A: 2.126 idt_A: 0.789 D_B: 0.966 G_B: 0.000 cycle_B: 1.296 idt_B: 0.880 
(epoch: 54, iters: 50, time: 0.090, data: 0.171) D_A: 7.000 G_A: 0.157 cycle_A: 1.665 idt_A: 0.797 D_B: 0.730 G_B: 0.180 cycle_B: 1.892 idt_B: 0.817 
(epoch: 56, iters: 50, time: 0.089, data: 0.176) D_A: 6.699 G_A: 0.504 cycle_A: 1.697 idt_A: 0.684 D_B: 0.616 G_B: 0.333 cycle_B: 1.371 idt_B: 0.788 
(epoch: 58, iters: 50, time: 0.090, data: 0.172) D_A: 3.224 G_A: 0.164 cycle_A: 2.210 idt_A: 0.658 D_B: 0.938 G_B: 0.303 cycle_B: 1.266 idt_B: 0.771 
(epoch: 60, iters: 50, time: 0.089, data: 0.173) D_A: 1.155 G_A: 0.041 cycle_A: 2.554 idt_A: 0.691 D_B: 1.720 G_B: 0.623 cycle_B: 1.533 idt_B: 0.807 
(epoch: 62, iters: 50, time: 0.089, data: 0.170) D_A: 0.159 G_A: 1.782 cycle_A: 1.964 idt_A: 0.759 D_B: 1.518 G_B: 1.356 cycle_B: 1.454 idt_B: 0.901 
(epoch: 64, iters: 50, time: 0.090, data: 0.172) D_A: 0.684 G_A: 0.239 cycle_A: 1.660 idt_A: 0.736 D_B: 1.044 G_B: 0.662 cycle_B: 1.495 idt_B: 0.835 
(epoch: 66, iters: 50, time: 0.090, data: 0.175) D_A: 0.367 G_A: 0.533 cycle_A: 1.958 idt_A: 0.679 D_B: 0.834 G_B: 1.139 cycle_B: 1.458 idt_B: 0.784 
(epoch: 68, iters: 50, time: 0.090, data: 0.179) D_A: 0.245 G_A: 0.289 cycle_A: 2.087 idt_A: 0.753 D_B: 0.054 G_B: 0.587 cycle_B: 2.453 idt_B: 0.780 
(epoch: 70, iters: 50, time: 0.090, data: 0.210) D_A: 0.887 G_A: 0.203 cycle_A: 1.671 idt_A: 0.652 D_B: 1.508 G_B: 0.307 cycle_B: 1.898 idt_B: 0.752 
(epoch: 72, iters: 50, time: 0.091, data: 0.167) D_A: 0.048 G_A: 0.032 cycle_A: 1.763 idt_A: 0.725 D_B: 0.376 G_B: 0.257 cycle_B: 1.488 idt_B: 0.775 
(epoch: 74, iters: 50, time: 0.089, data: 0.174) D_A: 0.053 G_A: 0.827 cycle_A: 2.049 idt_A: 0.722 D_B: 1.647 G_B: 0.913 cycle_B: 1.777 idt_B: 0.821 
(epoch: 76, iters: 50, time: 0.090, data: 0.170) D_A: 0.222 G_A: 1.140 cycle_A: 1.617 idt_A: 0.758 D_B: 0.473 G_B: 0.001 cycle_B: 1.446 idt_B: 0.835 
(epoch: 78, iters: 50, time: 0.090, data: 0.172) D_A: 0.093 G_A: 0.488 cycle_A: 1.734 idt_A: 0.755 D_B: 0.573 G_B: 0.873 cycle_B: 1.452 idt_B: 0.864 
(epoch: 80, iters: 50, time: 0.091, data: 0.176) D_A: 0.098 G_A: 0.335 cycle_A: 1.847 idt_A: 0.737 D_B: 1.761 G_B: 0.775 cycle_B: 1.581 idt_B: 0.767 
(epoch: 82, iters: 50, time: 0.089, data: 0.181) D_A: 0.010 G_A: 0.090 cycle_A: 1.851 idt_A: 0.693 D_B: 0.430 G_B: 0.332 cycle_B: 1.464 idt_B: 0.745 
(epoch: 84, iters: 50, time: 0.090, data: 0.179) D_A: 0.703 G_A: 0.640 cycle_A: 1.712 idt_A: 0.644 D_B: 0.260 G_B: 0.208 cycle_B: 1.565 idt_B: 0.754 
(epoch: 86, iters: 50, time: 0.089, data: 0.166) D_A: 0.106 G_A: 0.856 cycle_A: 2.433 idt_A: 0.645 D_B: 0.133 G_B: 0.672 cycle_B: 1.242 idt_B: 0.744 
(epoch: 88, iters: 50, time: 0.090, data: 0.171) D_A: 0.255 G_A: 2.123 cycle_A: 2.316 idt_A: 0.629 D_B: 0.188 G_B: 1.033 cycle_B: 1.416 idt_B: 0.772 
(epoch: 90, iters: 50, time: 0.090, data: 0.177) D_A: 0.137 G_A: 0.320 cycle_A: 1.851 idt_A: 0.666 D_B: 0.488 G_B: 0.977 cycle_B: 1.395 idt_B: 0.820 
(epoch: 92, iters: 50, time: 0.090, data: 0.167) D_A: 0.713 G_A: 1.130 cycle_A: 1.659 idt_A: 0.648 D_B: 0.180 G_B: 0.718 cycle_B: 1.565 idt_B: 0.825 
(epoch: 94, iters: 50, time: 0.090, data: 0.188) D_A: 0.312 G_A: 0.897 cycle_A: 2.108 idt_A: 0.671 D_B: 0.926 G_B: 0.545 cycle_B: 3.009 idt_B: 0.839 
(epoch: 96, iters: 50, time: 0.091, data: 0.180) D_A: 0.053 G_A: 1.619 cycle_A: 1.912 idt_A: 0.652 D_B: 0.125 G_B: 1.043 cycle_B: 1.451 idt_B: 0.769 
(epoch: 98, iters: 50, time: 0.091, data: 0.209) D_A: 0.382 G_A: 0.636 cycle_A: 2.350 idt_A: 0.646 D_B: 0.623 G_B: 0.257 cycle_B: 1.512 idt_B: 0.730 
(epoch: 100, iters: 50, time: 0.090, data: 0.176) D_A: 0.054 G_A: 0.645 cycle_A: 1.910 idt_A: 0.672 D_B: 0.468 G_B: 1.265 cycle_B: 2.498 idt_B: 0.753 
(epoch: 102, iters: 50, time: 0.090, data: 0.187) D_A: 0.089 G_A: 0.648 cycle_A: 1.666 idt_A: 0.663 D_B: 0.471 G_B: 0.466 cycle_B: 1.506 idt_B: 0.786 
(epoch: 104, iters: 50, time: 0.091, data: 0.162) D_A: 0.361 G_A: 0.000 cycle_A: 1.549 idt_A: 0.652 D_B: 0.294 G_B: 1.133 cycle_B: 1.616 idt_B: 0.779 
(epoch: 106, iters: 50, time: 0.091, data: 0.159) D_A: 1.037 G_A: 1.176 cycle_A: 1.626 idt_A: 0.624 D_B: 0.130 G_B: 0.725 cycle_B: 1.543 idt_B: 0.761 
(epoch: 108, iters: 50, time: 0.090, data: 0.156) D_A: 0.061 G_A: 1.336 cycle_A: 2.341 idt_A: 0.622 D_B: 0.238 G_B: 2.742 cycle_B: 1.528 idt_B: 0.713 
(epoch: 110, iters: 50, time: 0.090, data: 0.165) D_A: 0.142 G_A: 0.035 cycle_A: 1.808 idt_A: 0.643 D_B: 0.254 G_B: 0.014 cycle_B: 1.347 idt_B: 0.716 
(epoch: 112, iters: 50, time: 0.091, data: 0.158) D_A: 0.066 G_A: 0.596 cycle_A: 2.469 idt_A: 0.686 D_B: 0.091 G_B: 0.060 cycle_B: 1.670 idt_B: 0.731 
(epoch: 114, iters: 50, time: 0.090, data: 0.158) D_A: 0.046 G_A: 1.638 cycle_A: 3.391 idt_A: 0.698 D_B: 0.612 G_B: 1.082 cycle_B: 1.721 idt_B: 0.753 
(epoch: 116, iters: 50, time: 0.091, data: 0.165) D_A: 0.033 G_A: 0.557 cycle_A: 1.939 idt_A: 0.726 D_B: 0.079 G_B: 1.902 cycle_B: 1.565 idt_B: 0.707 
(epoch: 118, iters: 50, time: 0.088, data: 0.157) D_A: 0.035 G_A: 1.637 cycle_A: 1.596 idt_A: 0.751 D_B: 0.048 G_B: 0.005 cycle_B: 1.606 idt_B: 0.727 
(epoch: 120, iters: 50, time: 0.089, data: 0.159) D_A: 0.049 G_A: 0.556 cycle_A: 1.766 idt_A: 0.775 D_B: 0.013 G_B: 0.704 cycle_B: 1.260 idt_B: 0.728 
(epoch: 122, iters: 50, time: 0.090, data: 0.153) D_A: 0.151 G_A: 0.219 cycle_A: 1.580 idt_A: 0.740 D_B: 0.081 G_B: 0.774 cycle_B: 1.391 idt_B: 0.717 
(epoch: 124, iters: 50, time: 0.089, data: 0.167) D_A: 0.023 G_A: 0.629 cycle_A: 1.504 idt_A: 0.660 D_B: 0.021 G_B: 0.238 cycle_B: 1.410 idt_B: 0.736 
(epoch: 126, iters: 50, time: 0.090, data: 0.164) D_A: 0.100 G_A: 2.084 cycle_A: 1.682 idt_A: 0.604 D_B: 1.139 G_B: 0.257 cycle_B: 1.532 idt_B: 0.725 
(epoch: 128, iters: 50, time: 0.090, data: 0.157) D_A: 0.001 G_A: 1.074 cycle_A: 1.600 idt_A: 0.596 D_B: 0.141 G_B: 0.099 cycle_B: 1.304 idt_B: 0.711 
(epoch: 130, iters: 50, time: 0.090, data: 0.157) D_A: 0.144 G_A: 0.741 cycle_A: 1.837 idt_A: 0.581 D_B: 0.153 G_B: 0.850 cycle_B: 1.443 idt_B: 0.702 
(epoch: 132, iters: 50, time: 0.090, data: 0.160) D_A: 0.272 G_A: 0.069 cycle_A: 3.173 idt_A: 0.641 D_B: 0.023 G_B: 1.465 cycle_B: 1.490 idt_B: 0.809 
(epoch: 134, iters: 50, time: 0.090, data: 0.156) D_A: 0.037 G_A: 0.920 cycle_A: 1.438 idt_A: 0.607 D_B: 0.068 G_B: 0.867 cycle_B: 1.389 idt_B: 0.736 
