================ Training Loss (Tue Mar 17 11:39:15 2026) ================
(epoch: 1, iters: 0, time: 0.400, data: 0.005) G_A: 0.408 G_B: 20.538 D_A: 2.754 D_B: 15.431 cycle_A: 33.048 cycle_B: 30.310 feedback_A: 16.486 feedback_B: 17.747 idt_A: 8.185 idt_B: 8.746 
(epoch: 1, iters: 10, time: 0.008, data: 0.001) G_A: 74.289 G_B: 42.767 D_A: 29.328 D_B: 29.916 cycle_A: 10.176 cycle_B: 10.537 feedback_A: 11.764 feedback_B: 12.464 idt_A: 5.262 idt_B: 5.767 
(epoch: 1, iters: 20, time: 0.008, data: 0.001) G_A: 35.497 G_B: 11.067 D_A: 33.505 D_B: 19.384 cycle_A: 6.644 cycle_B: 7.062 feedback_A: 10.357 feedback_B: 11.096 idt_A: 4.632 idt_B: 4.967 
(epoch: 2, iters: 0, time: 0.008, data: 0.001) G_A: 28.004 G_B: 7.168 D_A: 23.489 D_B: 66.134 cycle_A: 6.149 cycle_B: 6.218 feedback_A: 9.723 feedback_B: 10.855 idt_A: 3.991 idt_B: 4.666 
(epoch: 2, iters: 10, time: 0.008, data: 0.001) G_A: 55.536 G_B: 0.831 D_A: 67.431 D_B: 0.025 cycle_A: 5.372 cycle_B: 5.070 feedback_A: 9.397 feedback_B: 10.401 idt_A: 3.529 idt_B: 4.145 
(epoch: 2, iters: 20, time: 0.008, data: 0.001) G_A: 11.121 G_B: 0.914 D_A: 50.718 D_B: 9.804 cycle_A: 6.807 cycle_B: 4.263 feedback_A: 9.257 feedback_B: 9.866 idt_A: 2.963 idt_B: 4.196 
(epoch: 3, iters: 0, time: 0.008, data: 0.001) G_A: 5.365 G_B: 0.126 D_A: 13.089 D_B: 9.013 cycle_A: 4.531 cycle_B: 4.483 feedback_A: 8.991 feedback_B: 9.019 idt_A: 2.565 idt_B: 3.254 
(epoch: 3, iters: 10, time: 0.008, data: 0.001) G_A: 7.399 G_B: 0.208 D_A: 8.351 D_B: 0.191 cycle_A: 5.235 cycle_B: 3.262 feedback_A: 8.708 feedback_B: 8.779 idt_A: 2.220 idt_B: 2.841 
(epoch: 3, iters: 20, time: 0.008, data: 0.001) G_A: 0.306 G_B: 0.672 D_A: 5.831 D_B: 12.854 cycle_A: 4.550 cycle_B: 3.392 feedback_A: 8.717 feedback_B: 9.167 idt_A: 1.916 idt_B: 2.571 
(epoch: 4, iters: 0, time: 0.008, data: 0.001) G_A: 12.983 G_B: 2.709 D_A: 17.692 D_B: 0.209 cycle_A: 4.449 cycle_B: 2.818 feedback_A: 8.521 feedback_B: 8.924 idt_A: 1.722 idt_B: 2.369 
(epoch: 4, iters: 10, time: 0.008, data: 0.001) G_A: 25.936 G_B: 2.258 D_A: 23.793 D_B: 2.097 cycle_A: 4.769 cycle_B: 4.016 feedback_A: 8.820 feedback_B: 8.872 idt_A: 2.112 idt_B: 2.375 
(epoch: 4, iters: 20, time: 0.008, data: 0.001) G_A: 3.314 G_B: 15.513 D_A: 2.137 D_B: 12.405 cycle_A: 4.664 cycle_B: 4.694 feedback_A: 8.622 feedback_B: 8.443 idt_A: 1.998 idt_B: 2.497 
(epoch: 5, iters: 0, time: 0.008, data: 0.001) G_A: 10.214 G_B: 15.676 D_A: 35.949 D_B: 4.665 cycle_A: 4.686 cycle_B: 3.547 feedback_A: 8.296 feedback_B: 8.471 idt_A: 1.615 idt_B: 2.158 
(epoch: 5, iters: 10, time: 0.008, data: 0.001) G_A: 0.443 G_B: 2.799 D_A: 4.419 D_B: 3.158 cycle_A: 3.374 cycle_B: 3.486 feedback_A: 8.344 feedback_B: 8.537 idt_A: 1.510 idt_B: 1.583 
(epoch: 5, iters: 20, time: 0.008, data: 0.001) G_A: 11.650 G_B: 0.054 D_A: 2.950 D_B: 48.033 cycle_A: 4.652 cycle_B: 3.900 feedback_A: 8.031 feedback_B: 8.319 idt_A: 1.647 idt_B: 2.248 
(epoch: 6, iters: 0, time: 0.008, data: 0.001) G_A: 17.734 G_B: 21.200 D_A: 5.857 D_B: 20.622 cycle_A: 3.502 cycle_B: 4.938 feedback_A: 8.696 feedback_B: 8.205 idt_A: 1.773 idt_B: 2.067 
(epoch: 6, iters: 10, time: 0.008, data: 0.001) G_A: 3.100 G_B: 1.415 D_A: 1.113 D_B: 1.534 cycle_A: 5.201 cycle_B: 3.301 feedback_A: 8.211 feedback_B: 8.717 idt_A: 1.698 idt_B: 2.675 
(epoch: 6, iters: 20, time: 0.008, data: 0.001) G_A: 0.630 G_B: 6.199 D_A: 46.940 D_B: 9.132 cycle_A: 4.749 cycle_B: 4.056 feedback_A: 8.424 feedback_B: 8.391 idt_A: 2.072 idt_B: 2.051 
(epoch: 7, iters: 0, time: 0.008, data: 0.001) G_A: 2.523 G_B: 12.003 D_A: 38.182 D_B: 12.960 cycle_A: 3.717 cycle_B: 3.412 feedback_A: 8.192 feedback_B: 7.962 idt_A: 1.777 idt_B: 1.778 
(epoch: 7, iters: 10, time: 0.008, data: 0.001) G_A: 2.515 G_B: 2.744 D_A: 3.344 D_B: 15.996 cycle_A: 3.184 cycle_B: 3.001 feedback_A: 8.157 feedback_B: 7.932 idt_A: 1.368 idt_B: 1.501 
(epoch: 7, iters: 20, time: 0.008, data: 0.001) G_A: 79.714 G_B: 8.925 D_A: 60.181 D_B: 90.395 cycle_A: 5.130 cycle_B: 3.694 feedback_A: 7.847 feedback_B: 8.103 idt_A: 1.819 idt_B: 1.612 
(epoch: 8, iters: 0, time: 0.008, data: 0.001) G_A: 8.172 G_B: 0.084 D_A: 1.759 D_B: 134.149 cycle_A: 4.168 cycle_B: 2.916 feedback_A: 7.705 feedback_B: 8.096 idt_A: 1.579 idt_B: 1.795 
(epoch: 8, iters: 10, time: 0.008, data: 0.001) G_A: 0.058 G_B: 1.398 D_A: 16.369 D_B: 5.825 cycle_A: 2.511 cycle_B: 2.841 feedback_A: 7.893 feedback_B: 7.798 idt_A: 1.350 idt_B: 1.330 
(epoch: 8, iters: 20, time: 0.008, data: 0.001) G_A: 3.328 G_B: 4.813 D_A: 13.630 D_B: 34.291 cycle_A: 3.764 cycle_B: 3.243 feedback_A: 7.597 feedback_B: 7.857 idt_A: 1.338 idt_B: 1.756 
(epoch: 9, iters: 0, time: 0.008, data: 0.001) G_A: 297.932 G_B: 0.541 D_A: 173.365 D_B: 17.805 cycle_A: 7.215 cycle_B: 4.167 feedback_A: 8.543 feedback_B: 8.540 idt_A: 2.070 idt_B: 2.534 
(epoch: 9, iters: 10, time: 0.008, data: 0.001) G_A: 0.216 G_B: 0.701 D_A: 0.659 D_B: 6.182 cycle_A: 3.432 cycle_B: 2.922 feedback_A: 8.100 feedback_B: 7.804 idt_A: 1.567 idt_B: 1.962 
(epoch: 9, iters: 20, time: 0.008, data: 0.001) G_A: 0.011 G_B: 2.207 D_A: 1.173 D_B: 21.183 cycle_A: 3.627 cycle_B: 2.365 feedback_A: 8.033 feedback_B: 7.890 idt_A: 1.290 idt_B: 1.867 
