================ Training Loss (Tue Mar 17 11:56:54 2026) ================
(epoch: 1, iters: 0, time: 0.363, data: 0.002) G_A: 59.065 G_B: 13.284 D_A: 22.479 D_B: 4.286 cycle_A: 31.955 cycle_B: 30.052 feedback_A: 16.439 feedback_B: 17.103 idt_A: 8.298 idt_B: 8.655 
(epoch: 1, iters: 10, time: 0.009, data: 0.003) G_A: 151.733 G_B: 90.105 D_A: 99.894 D_B: 55.055 cycle_A: 10.208 cycle_B: 9.828 feedback_A: 12.317 feedback_B: 12.043 idt_A: 5.393 idt_B: 5.732 
(epoch: 1, iters: 20, time: 0.008, data: 0.001) G_A: 0.333 G_B: 12.954 D_A: 1.844 D_B: 10.928 cycle_A: 6.011 cycle_B: 6.745 feedback_A: 10.713 feedback_B: 10.611 idt_A: 4.699 idt_B: 5.025 
(epoch: 1, iters: 30, time: 0.008, data: 0.001) G_A: 6.381 G_B: 118.084 D_A: 13.199 D_B: 48.909 cycle_A: 6.139 cycle_B: 5.912 feedback_A: 10.483 feedback_B: 10.153 idt_A: 4.327 idt_B: 4.494 
(epoch: 2, iters: 0, time: 0.008, data: 0.001) G_A: 0.321 G_B: 50.633 D_A: 1.285 D_B: 38.807 cycle_A: 4.583 cycle_B: 5.832 feedback_A: 9.805 feedback_B: 9.360 idt_A: 3.677 idt_B: 3.605 
(epoch: 2, iters: 10, time: 0.008, data: 0.001) G_A: 2.266 G_B: 1.256 D_A: 3.846 D_B: 1.288 cycle_A: 4.714 cycle_B: 4.725 feedback_A: 9.305 feedback_B: 9.534 idt_A: 3.193 idt_B: 3.083 
(epoch: 2, iters: 20, time: 0.008, data: 0.001) G_A: 1.247 G_B: 31.121 D_A: 0.029 D_B: 10.674 cycle_A: 4.948 cycle_B: 3.746 feedback_A: 9.181 feedback_B: 9.438 idt_A: 2.585 idt_B: 2.994 
(epoch: 2, iters: 30, time: 0.008, data: 0.001) G_A: 8.849 G_B: 7.034 D_A: 6.759 D_B: 1.407 cycle_A: 4.125 cycle_B: 4.043 feedback_A: 9.081 feedback_B: 9.109 idt_A: 2.407 idt_B: 2.567 
(epoch: 3, iters: 0, time: 0.008, data: 0.001) G_A: 0.003 G_B: 7.269 D_A: 4.293 D_B: 67.050 cycle_A: 3.863 cycle_B: 4.729 feedback_A: 9.230 feedback_B: 8.717 idt_A: 2.001 idt_B: 2.472 
(epoch: 3, iters: 10, time: 0.008, data: 0.001) G_A: 4.719 G_B: 0.877 D_A: 5.321 D_B: 8.604 cycle_A: 4.095 cycle_B: 3.301 feedback_A: 9.056 feedback_B: 8.540 idt_A: 1.761 idt_B: 2.190 
(epoch: 3, iters: 20, time: 0.008, data: 0.001) G_A: 4.423 G_B: 0.098 D_A: 8.537 D_B: 27.534 cycle_A: 4.345 cycle_B: 3.194 feedback_A: 8.614 feedback_B: 8.661 idt_A: 1.578 idt_B: 2.469 
(epoch: 3, iters: 30, time: 0.008, data: 0.001) G_A: 14.199 G_B: 1.929 D_A: 5.918 D_B: 9.211 cycle_A: 3.288 cycle_B: 2.749 feedback_A: 8.441 feedback_B: 8.072 idt_A: 1.515 idt_B: 1.661 
(epoch: 4, iters: 0, time: 0.008, data: 0.001) G_A: 0.887 G_B: 4.560 D_A: 11.234 D_B: 0.877 cycle_A: 3.400 cycle_B: 3.002 feedback_A: 8.334 feedback_B: 7.981 idt_A: 1.388 idt_B: 1.635 
(epoch: 4, iters: 10, time: 0.008, data: 0.001) G_A: 22.177 G_B: 0.026 D_A: 11.902 D_B: 23.874 cycle_A: 4.466 cycle_B: 3.178 feedback_A: 8.477 feedback_B: 8.234 idt_A: 1.465 idt_B: 2.021 
(epoch: 4, iters: 20, time: 0.008, data: 0.001) G_A: 8.160 G_B: 0.407 D_A: 10.697 D_B: 2.083 cycle_A: 4.413 cycle_B: 3.140 feedback_A: 8.150 feedback_B: 7.720 idt_A: 1.433 idt_B: 2.080 
(epoch: 4, iters: 30, time: 0.008, data: 0.001) G_A: 35.941 G_B: 0.590 D_A: 25.246 D_B: 3.813 cycle_A: 4.927 cycle_B: 3.832 feedback_A: 8.490 feedback_B: 8.121 idt_A: 1.735 idt_B: 1.811 
(epoch: 5, iters: 0, time: 0.008, data: 0.001) G_A: 1.303 G_B: 0.363 D_A: 9.057 D_B: 8.980 cycle_A: 4.645 cycle_B: 5.341 feedback_A: 8.170 feedback_B: 7.864 idt_A: 2.081 idt_B: 1.803 
(epoch: 5, iters: 10, time: 0.008, data: 0.001) G_A: 2.763 G_B: 0.961 D_A: 0.226 D_B: 5.995 cycle_A: 3.925 cycle_B: 3.388 feedback_A: 7.905 feedback_B: 7.851 idt_A: 1.632 idt_B: 1.755 
(epoch: 5, iters: 20, time: 0.008, data: 0.001) G_A: 4.148 G_B: 10.740 D_A: 24.035 D_B: 5.271 cycle_A: 4.523 cycle_B: 3.276 feedback_A: 8.264 feedback_B: 7.749 idt_A: 1.667 idt_B: 2.188 
(epoch: 5, iters: 30, time: 0.008, data: 0.001) G_A: 0.736 G_B: 0.122 D_A: 5.369 D_B: 3.899 cycle_A: 3.384 cycle_B: 3.524 feedback_A: 7.893 feedback_B: 8.051 idt_A: 1.568 idt_B: 1.969 
(epoch: 6, iters: 0, time: 0.008, data: 0.001) G_A: 1.833 G_B: 1.604 D_A: 4.784 D_B: 3.458 cycle_A: 3.087 cycle_B: 4.071 feedback_A: 7.739 feedback_B: 8.179 idt_A: 1.465 idt_B: 1.546 
(epoch: 6, iters: 10, time: 0.008, data: 0.001) G_A: 6.805 G_B: 1.084 D_A: 6.520 D_B: 3.934 cycle_A: 4.395 cycle_B: 3.450 feedback_A: 7.973 feedback_B: 8.157 idt_A: 1.945 idt_B: 1.324 
(epoch: 6, iters: 20, time: 0.008, data: 0.001) G_A: 1.274 G_B: 0.669 D_A: 2.298 D_B: 32.709 cycle_A: 3.076 cycle_B: 3.377 feedback_A: 8.063 feedback_B: 7.804 idt_A: 1.444 idt_B: 1.783 
(epoch: 6, iters: 30, time: 0.008, data: 0.001) G_A: 1.664 G_B: 0.274 D_A: 2.789 D_B: 3.865 cycle_A: 2.702 cycle_B: 2.408 feedback_A: 7.740 feedback_B: 7.886 idt_A: 1.144 idt_B: 1.299 
(epoch: 7, iters: 0, time: 0.008, data: 0.001) G_A: 0.205 G_B: 0.063 D_A: 0.326 D_B: 0.727 cycle_A: 3.232 cycle_B: 2.645 feedback_A: 8.207 feedback_B: 7.528 idt_A: 1.365 idt_B: 1.352 
(epoch: 7, iters: 10, time: 0.008, data: 0.001) G_A: 4.530 G_B: 0.001 D_A: 9.805 D_B: 1.519 cycle_A: 3.599 cycle_B: 3.651 feedback_A: 7.675 feedback_B: 7.704 idt_A: 1.377 idt_B: 1.453 
(epoch: 7, iters: 20, time: 0.008, data: 0.001) G_A: 0.225 G_B: 3.170 D_A: 0.428 D_B: 0.756 cycle_A: 3.021 cycle_B: 2.790 feedback_A: 7.328 feedback_B: 7.838 idt_A: 1.540 idt_B: 1.581 
(epoch: 7, iters: 30, time: 0.008, data: 0.001) G_A: 34.132 G_B: 2.400 D_A: 13.079 D_B: 6.891 cycle_A: 4.732 cycle_B: 2.940 feedback_A: 7.708 feedback_B: 7.062 idt_A: 1.509 idt_B: 1.214 
(epoch: 8, iters: 0, time: 0.008, data: 0.001) G_A: 0.204 G_B: 20.391 D_A: 0.271 D_B: 15.568 cycle_A: 4.575 cycle_B: 7.112 feedback_A: 7.660 feedback_B: 7.735 idt_A: 1.466 idt_B: 2.347 
(epoch: 8, iters: 10, time: 0.008, data: 0.001) G_A: 28.623 G_B: 11.934 D_A: 25.382 D_B: 10.634 cycle_A: 5.518 cycle_B: 6.921 feedback_A: 8.055 feedback_B: 8.003 idt_A: 1.919 idt_B: 2.387 
(epoch: 8, iters: 20, time: 0.008, data: 0.001) G_A: 1.368 G_B: 0.467 D_A: 2.449 D_B: 19.882 cycle_A: 5.270 cycle_B: 4.412 feedback_A: 8.154 feedback_B: 8.013 idt_A: 2.004 idt_B: 1.736 
(epoch: 8, iters: 30, time: 0.008, data: 0.001) G_A: 3.516 G_B: 1.149 D_A: 5.601 D_B: 8.798 cycle_A: 5.108 cycle_B: 2.422 feedback_A: 8.012 feedback_B: 7.927 idt_A: 1.727 idt_B: 1.349 
(epoch: 9, iters: 0, time: 0.008, data: 0.001) G_A: 163.046 G_B: 0.612 D_A: 70.355 D_B: 17.518 cycle_A: 7.685 cycle_B: 6.239 feedback_A: 7.691 feedback_B: 8.521 idt_A: 2.327 idt_B: 1.717 
(epoch: 9, iters: 10, time: 0.008, data: 0.001) G_A: 33.373 G_B: 8.648 D_A: 11.431 D_B: 4.601 cycle_A: 5.018 cycle_B: 3.823 feedback_A: 8.098 feedback_B: 7.827 idt_A: 1.975 idt_B: 1.863 
(epoch: 9, iters: 20, time: 0.008, data: 0.001) G_A: 35.696 G_B: 2.209 D_A: 12.429 D_B: 2.638 cycle_A: 5.090 cycle_B: 2.642 feedback_A: 8.261 feedback_B: 8.088 idt_A: 1.723 idt_B: 1.281 
(epoch: 9, iters: 30, time: 0.008, data: 0.001) G_A: 1.244 G_B: 0.004 D_A: 0.202 D_B: 8.269 cycle_A: 3.456 cycle_B: 2.389 feedback_A: 7.811 feedback_B: 7.590 idt_A: 1.148 idt_B: 1.410 
(epoch: 10, iters: 0, time: 0.008, data: 0.001) G_A: 1.607 G_B: 0.051 D_A: 0.100 D_B: 1.774 cycle_A: 3.282 cycle_B: 2.177 feedback_A: 8.007 feedback_B: 7.435 idt_A: 1.175 idt_B: 1.596 
(epoch: 10, iters: 10, time: 0.008, data: 0.001) G_A: 0.697 G_B: 0.228 D_A: 0.015 D_B: 1.910 cycle_A: 3.195 cycle_B: 1.792 feedback_A: 7.745 feedback_B: 7.497 idt_A: 0.890 idt_B: 1.658 
(epoch: 10, iters: 20, time: 0.008, data: 0.001) G_A: 26.481 G_B: 1.465 D_A: 19.429 D_B: 11.406 cycle_A: 4.714 cycle_B: 1.930 feedback_A: 7.855 feedback_B: 7.429 idt_A: 1.299 idt_B: 1.624 
(epoch: 10, iters: 30, time: 0.008, data: 0.001) G_A: 0.564 G_B: 0.003 D_A: 1.951 D_B: 13.855 cycle_A: 2.335 cycle_B: 2.979 feedback_A: 7.977 feedback_B: 7.761 idt_A: 1.528 idt_B: 1.183 
(epoch: 11, iters: 0, time: 0.010, data: 0.002) G_A: 0.670 G_B: 16.941 D_A: 0.210 D_B: 11.630 cycle_A: 2.364 cycle_B: 1.917 feedback_A: 7.830 feedback_B: 7.733 idt_A: 0.937 idt_B: 1.071 
(epoch: 11, iters: 10, time: 0.009, data: 0.001) G_A: 0.353 G_B: 0.510 D_A: 0.219 D_B: 1.201 cycle_A: 2.016 cycle_B: 1.864 feedback_A: 7.521 feedback_B: 7.915 idt_A: 0.955 idt_B: 1.107 
(epoch: 11, iters: 20, time: 0.008, data: 0.001) G_A: 9.316 G_B: 1.737 D_A: 2.224 D_B: 9.853 cycle_A: 2.207 cycle_B: 2.109 feedback_A: 7.784 feedback_B: 7.486 idt_A: 1.010 idt_B: 1.162 
(epoch: 11, iters: 30, time: 0.009, data: 0.001) G_A: 0.183 G_B: 9.008 D_A: 0.176 D_B: 5.317 cycle_A: 2.416 cycle_B: 2.879 feedback_A: 7.703 feedback_B: 7.603 idt_A: 1.306 idt_B: 1.161 
(epoch: 12, iters: 0, time: 0.009, data: 0.001) G_A: 0.658 G_B: 0.973 D_A: 0.412 D_B: 1.662 cycle_A: 2.585 cycle_B: 2.166 feedback_A: 7.489 feedback_B: 7.647 idt_A: 1.113 idt_B: 1.429 
